MarketingContentDescription
contentName,location,marketingText,langId,field1,field2,delete
CorporateInfoCenter,,"<div class=""container_static_full_width container_margin_5px""> <div class=""static_page_content""> <div class=""page_header"" role=""heading"" aria-level=""1"">Qui sommes-nous ?</div> <div class=""content_box""> <div class=""header_top"">Notre histoire</div> <div class=""item_spacer_5px""></div> <div class=""item_spacer_10px""></div> <div class=""info_section""> <p>Créé en 1957, [storeName] était au départ un petit magasin de biens et services situé dans la ville de New York. Aujourd'hui, il existe plus de 800 grands magasins [storeName] dans 15 pays différents. [storeName] emploie plus de 125 000 personnes.</p> <br> <p>[storeName].com reflète notre engagement initial de proposer des produits d'excellente qualité à leur juste prix avec, à portée de clic 24 heures sur 24, les marques et les styles que vous appréciez déjà dans nos magasins traditionnels.</p> <br> <p>Regardez autour de vous. Nous espérons que vous aimez ce que vous voyez !</p> </div> <div class=""header"">Notre mission</div> <div class=""info_section""> <p>Notre mission consiste à offrir à nos clients l'expérience d'achat en ligne la meilleure et la plus pratique possible. Nous nous engageons à livrer nos produits dans un emballage écologique facile à ouvrir, et à accepter toutes les principales cartes de crédit.</p> </div> <div class=""header"">Responsabilité sociétale</div> <div class=""info_section""> <p>[storeName] est soucieux de garantir un mode de vie sain à tous les niveaux de notre activité. Depuis notre initiative pour des ""communautés plus sûres"" jusqu'à notre projet de protection de l'environnement, nous sommes fiers de notre engagement envers nos clients, du respect de leur diversité, communautés, santé et sécurité. </p> </div> </div> </div> <div class=""clear_float""></div> </div>",-2,,,0
CorporateContactUsCenter,,"<div class=""container_static_full_width container_margin_5px""> <div class=""static_page_content""> <div class=""page_header"" role=""heading"" aria-level=""1"">Contacter l'entreprise [storeName]</div> <div class=""content_box""> <div class=""header_top"">Siège social de [storeName]</div> <div class=""item_spacer_5px""></div> <div class=""item_spacer_10px""></div> <div class=""info_section""> <p>Nous nous engageons personnellement à offrir à nos clients un service parfait. Si vous désirez nous contacter en cas de question ou de commentaire, sélectionnez ci-dessous le service de l'entreprise le plus approprié afin de recevoir une réponse rapide :</p> </div> <div class=""header"">Ressources humaines</div> <div class=""info_section""> <p>Notre service des ressources humaines est ouvert du lundi au vendredi, de 8 heures à 17 heures (HNE). Vous pouvez nous contacter n'importe quand par courrier électronique à l'adresse careers@[storeName].com</p> </div> <div class=""header"">Relations clients</div> <div class=""info_section""> <p>Notre service Relations clients est ouvert du mercredi au vendredi, de 8 heures à 17 heures (HNE). Vous pouvez nous contacter n'importe quand par courrier électronique à l'adresse relations@[storeName].com</p> </div> <div class=""header"">Responsabilité sociétale</div> <div class=""info_section""> <p>Pour plus d'informations sur la responsabilité sociétale de [storeName], visitez la page Qui sommes-nous ? ou envoyez-nous un message à l'adresse info@[storeName].com</p> </div> <div class=""item_spacer_50px""></div> <div class=""info_section""> <p>L'adresse du siège social de [storeName] Corporate est :</p> <p>Street123</p> <p>Toronto Ontario</p> <p>Canada M3C-2L1</p> </div> </div> </div> <div class=""clear_float""></div> </div>",-2,,,0
EmailFooter,,"<p style=""margin: 0; line-height: 14px;"">Notre mission consiste à offrir à nos clients l'expérience d'achat en ligne la meilleure et la plus pratique possible. Nous nous sommes engagés à offrir des produits qui fournis dans un conditionnement facile à ouvrir.</p><p style=""margin: 0; line-height: 14px;"">&nbsp;</p><p style=""margin: 0; line-height: 14px;"">Pour plus d'informations, consultez nos <a style=""color: #0081AF; text-decoration: none;""class=""link"" href=""[LINK1]"">règles de confidentialité</a></p><p style=""margin: 0; line-height: 14px;"">&nbsp;<p style=""margin: 0; line-height: 14px;""><a style=""color: #0081AF; text-decoration: none;"" class=""link""href=""[LINK2]"">www.[NOM_MAGASIN].com</a> | Copyright [NOM_MAGASIN], NY. 2012.</p>",-2,,,0
PasswordChangeNotifyCenter,,"<p> Cher/Chère [userName],<br /><br /><br />Nous avons bien reçu votre demande d'envoi de mot de passe par courrier électronique. <br /><br />Votre mot de passe : [mot de passe]<br /><br />Notez que votre mot de passe est sensible à la casse.<br /><br /><br />Merci,<br />L'équipe [storeName]</p><br />",-2,,,0
AccountActivationCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Cher utilisateur,</h2>               <p style=""line-height: 14px; margin: 0;"">Votre compte est désormais activé.</p>               <p style=""line-height: 14px; margin: 0;"">Cliquez ci-dessous pour vous connecter et continuer vos achats.               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link"" href=""[link]"">[link]</a>               </p>               <p style=""line-height: 14px; margin: 0;"">Merci,</p>               <p style=""line-height: 14px; margin: 0;"">L'équipe [storeName]</p>",-2,,,0
OrderCancelNotifyRow1,,"<p style=""margin:0; padding:0; line-height:14px; color:#404040; font-size:12px; padding-bottom:14px;"">Merci d'avoir choisi [storeName]. Votre commande référence [orderNumber], ne peut pas être traitée car nous n'avons pas reçu l'autorisation de paiement correspondante. Pour acheter les articles ci-dessous, contactez-nous au 01.43.45.45.45. Merci encore d'avoir choisi [storeName] pour vos achats.</p><br />",-2,,,0
OrderShipNotifyRow1,,"<p style=""margin:0; padding:0; line-height:14px; color:#404040; font-size:12px; padding-bottom:14px;"">Merci d'avoir choisi [storeName]. Nous avons reçu l'autorisation de paiement pour votre commande référence [orderNumber]. Utilisez le numéro de référence de suivi ci-joint pour suivre le colis : <strong>[trackingNumber]</strong>. Si vous expédiez des articles à d'autres adresses de livraison ou que vous utilisez un autre mode d'expédition, vous allez recevoir un autre courrier électronique contenant les détails de livraison. En cas de questions ou de préoccupations quant à votre commande, vous pouvez nous contacter par courrier électronique à l'adresse orders@[storeName].com ou par téléphone au 1-800-555-2234. Merci encore d'avoir choisi [storeName] pour vos achats.</p><br />",-2,,,0
PasswordResetNotifyAdminContent,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Cher/Chère [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Nous avons reçu votre demande de réinitialisation de mot de passe. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Votre code de validation est le suivant : </strong>[validationCode]</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Copiez le code de validation et entrez-le sur la page suivante afin de réinitialiser votre mot de passe : </strong>[resetPasswordFormURL]</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Merci,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">L'équipe [storeName]</p><br /><br />",-2,,,0
"Buy One, Get One Free",images/catalog/en_US/BuyOneGetOneFree_WineGlasses.jpg,"Offre Un acheté, un gratuit sur les verres à vin",-2,,,0
Top Selling Item,images/catalog/en_US/TopSellingItem.jpg,Article vedette de la vente en ligne actuellement,-2,,,0
Furniture Category Discount,images/catalog/en_US/CategoryDiscount_Furniture.jpg,20 % de remise sur tous les articles de la catégorie Meubles,-2,,,0
Free Ground Shipping,images/catalog/en_US/ShippingDiscount_FreeGroundShipping.jpg,Frais de port offerts,-2,,,0
Set Personalized Catalog,, ,-2,,,0
RecommendedCatEntries,,Recommandé,-2,,,0
HomePageESpotTitle,,Nouveaux arrivages pour l'été dans...,-2,,,0
B2BHomePageESpotCategoryTitle,,Catégories phare,-2,,,0
B2BHomePageESpotCatalogEntryTitle,,Meilleures ventes,-2,,,0
HomeHero1,,"<link href=""[imagePath]rwdWebAssets/homePageMainESpot/styles.css"" rel=""stylesheet""/> <div id=""homeHero1"" class=""homeHero"">  <div id=""homeHero1-background"" class=""homeHero-background"" data-carousel-background></div>  <a id=""homeHero1-pageButton"" class=""homeHero-pageButton"" alt=""Colors of Summer"" data-carousel-pageButton>   <img src=""[imagePath]rwdWebAssets/homePageMainESpot/bkgd-girl.jpg""/>  </a>  <div class=""imageContainer"">   <!--[if !IE 8]><!--><div></div><!--<![endif]-->   <!--[if IE 8]><img src=""[imagePath]rwdWebAssets/homePageMainESpot/girl.png""/><![endif]-->  </div>  <div class=""textContainer"">   <h3><span class=""m"">COULEURS</span><span class=""s""> D'</span><span class=""l"">ETE</span></h3>   <a class=""toggle"" href=""#"" data-toggle=""contentCarouselWidget[widgetSuffix]"">Afficher les caractéristiques</a>   <p id=""homeHero1-details"">Des tons vifs, des formes décontractées et des tissus fluides sont les principales caractéristiques de notre collection estivale. Un style garanti à des prix incroyables !</p>   <a class=""button"" href=""[fullPathHomeURL]/apparel/women/dresses"">Laissez-vous tenter</a>  </div> </div>",-2,,,0
HomeHero2,,"<link href=""[imagePath]rwdWebAssets/homePageMainESpot/styles.css"" rel=""stylesheet""/> <div id=""homeHero2"" class=""homeHero"">  <div id=""homeHero2-background"" class=""homeHero-background"" data-carousel-background></div>  <a id=""homeHero2-pageButton"" class=""homeHero-pageButton"" alt=""Luxury Lightweight Jackets"" data-carousel-pageButton>   <img src=""[imagePath]rwdWebAssets/homePageMainESpot/bkgd-rob.jpg""/>  </a>  <div class=""imageContainer"">   <!--[if !IE 8]><!--><div></div><!--<![endif]-->   <!--[if IE 8]><img src=""[imagePath]rwdWebAssets/homePageMainESpot/rob.png""/><![endif]-->  </div>  <div class=""textContainer"">   <h3><span class=""m"">VESTES</span><span class=""s""> LEGERES </span><span class=""l"">DE LUXE</span></h3>   <a class=""toggle"" href=""#"" data-toggle=""contentCarouselWidget[widgetSuffix]"">Afficher les caractéristiques</a>   <p id=""homeHero2-details"">Soyez élégant sans avoir chaud avec nos vestes sport déstructurées d'été. Extrêmement confortables et incroyablement polyvalentes, ces vestes en laine légères combinent classe et décontraction pour un look sophistiqué.</p>   <a class=""button"" href=""[fullPathHomeURL]/apparel/men/jackets"">Laissez-vous tenter</a>  </div> </div>",-2,,,0
HomeHero3,,"<link href=""[imagePath]rwdWebAssets/homePageMainESpot/styles.css"" rel=""stylesheet""/> <div id=""homeHero3"" class=""homeHero"">  <div id=""homeHero3-background"" class=""homeHero-background"" data-carousel-background></div>  <a id=""homeHero3-pageButton"" class=""homeHero-pageButton"" alt=""Simple, Classic Dresses"" data-carousel-pageButton>   <img src=""[imagePath]rwdWebAssets/homePageMainESpot/bkgd-teen.jpg""/>  </a>  <div class=""imageContainer"">   <!--[if !IE 8]><!--><div></div><!--<![endif]-->   <!--[if IE 8]><img src=""[imagePath]rwdWebAssets/homePageMainESpot/teen.png""/><![endif]-->  </div>  <div class=""textContainer"">   <h3><span class=""s"">ROBES </span><span class=""m"">SIMPLES ET </span><span class=""l"">CLASSIQUES</span></h3>   <a class=""toggle"" href=""#"" data-toggle=""contentCarouselWidget[widgetSuffix]"">Afficher les caractéristiques</a>   <p id=""homeHero3-details"">Motifs floraux, imprimés gais, rayures sophistiquées et pois attirants. Quelles que soient vos envies, découvrez notre collection de vêtements pour adolescents et vos nouvelles pièces préférées.</p>   <a class=""button"" href=""[fullPathHomeURL]/apparel/girls/skirts"">Laissez-vous tenter</a>  </div> </div>",-2,,,0
HomeShoeComfortAdContent,,"<link rel=""stylesheet"" href=""[imagePath]rwdWebAssets/homePageEspot_Left/styles.css"" /> <div class=""col4"" id=""homePageEspot_Left"" role=""region"" aria-label=""home page Espot womens shoes"">    <div class=""homeESpotContainer"" id=""homePageEspot_Left_Slot"">       <div class=""textContainer"">          <div class=""title"">                         Confort indéniable                       </div>          <div class=""bodyText"">                         Magnifiques chaussures en cuir souple avec maintiens élastiques pour un ajustement parfait. Légères et résistantes, ces chaussures plates restent agréables tout au long de la journée grâce à leur semelle matelassée et la douceur de leur doublure. Divers modèles et combinaisons de lacets multicolores sont disponibles à la commande.                       </div>          <div class=""button""><a alt="""" role=""link"" aria-label=""Shop now womens shoes"" href=""[fullPathHomeURL]/apparel/women/shoes"">laissez-vous tenter</a></div>       </div>       <div class=""imageContainer"">       <img alt="""" src=""[imagePath]rwdWebAssets/homePageEspot_Left/eyeCandy.jpg"" />                     </div>    </div> </div> ",-2,,,0
HomePolosDiscountContent,,"<link rel=""stylesheet"" href=""[imagePath]rwdWebAssets/homePageEspot_Middle/styles.css"" /> <div class=""col4"" id=""homePageEspot_Middle"" role=""region"" aria-label=""home page Espot mens shirts"">    <div class=""homeESpotContainer"" id=""homePageEspot_Middle_Slot"">       <div class=""imageContainer"">                       <img alt="""" src=""[imagePath]rwdWebAssets/homePageEspot_Middle/mens.jpg"">                     </div>       <div class=""textContainer"">          <div class=""title"">                         Moins 50 % sur les polos                       </div>          <div class=""bodyText"">                         Faites votre choix dans notre collection de polos modernes et faciles à coordonner pour créer un look élégant et décontracté. Disponibles dans toute une gamme de couleurs, ils gardent leur forme et ne se froissent pas.   Livraison gratuite pour les commandes supérieures à 60 $ hors taxes.                       </div>          <div class=""button""><a alt="""" role=""link"" aria-label=""Shop now mens shirts"" href=""[fullPathHomeURL]/apparel/men/shirts"">laissez-vous tenter</a></div>       </div>    </div> </div>",-2,,,0
HomeKidsApparelAdContent,,"<link rel=""stylesheet"" href=""[imagePath]rwdWebAssets/homePageEspot_Right/styles.css"" /> <div class=""col4"" id=""homePageEspot_Right"" role=""region"" aria-label=""home page Espot kids"">    <div class=""homeESpotContainer"" id=""homePageEspot_Right_Slot"">       <div class=""textContainer"">          <div class=""title"">                       Articles pour enfants                      </div>          <div class=""bodyText"">             Le style de l'été : des imprimés rigolos, des couleurs vives, le confort et la résistance ! Faites le plein de vêtements pour enfants, faciles à porter, à des prix abordables. Recevez un chèque-cadeau de 25 $ pour toute commande supérieure à 100 $*.                                    <div class=""finePrint"">                         *Hors taxes. Vous pouvez utiliser vos chèques-cadeau lors de votre prochaine visite.                       </div>          </div>          <div class=""button""><a alt="""" role=""link"" aria-label=""Shop now girls category"" href=""[fullPathHomeURL]/apparel/girls"">laissez-vous tenter</a></div>       </div>       <div class=""imageContainer"">                     <img alt="""" id=""kids1"" src=""[imagePath]rwdWebAssets/homePageEspot_Right/kids1.jpg"">                     <img alt="""" id=""kids2"" src=""[imagePath]rwdWebAssets/homePageEspot_Right/kids2.png"">                   </div>    </div> </div>",-2,,,0
HomeBrightIdeasAdContent,,"<link rel=""stylesheet"" href=""[imagePath]rwdWebAssets/homePageEspot1/styles.css"" /> <div class=""col8"" id=""homePageEspot1"" role=""region"" aria-label=""home page Espot home furnishing"">    <div class=""homeESpotContainer"" id=""homePageEspot1_Slot"">       <div class=""textContainer"">          <div class=""title"">                     Idées lumineuses                   </div>          <div class=""bodyText"">                     Faites entrer l'été chez vous avec des couleurs éclatantes et des formes et motifs dynamiques inspirés de la terre et du ciel.  Illuminez chaque recoin de votre maison avec notre collection éclectique d'objets de décoration traditionnels et modernes.                   </div>          <div class=""button""><a alt="""" role=""link"" aria-label=""Shop now home furnishing"" href=""[fullPathHomeURL]/home---furnishing"">laissez-vous tenter</a></div>       </div>       <div class=""imageContainer"">                      <img alt="""" id=""accent1"" src=""[imagePath]rwdWebAssets/homePageEspot1/accent1.png"">                      <img alt="""" id=""accent2"" src=""[imagePath]rwdWebAssets/homePageEspot1/accent2.png"">    <div id=""accent3"" class=""container"">    <div class=""accent3"">                                 <!--[if IE 8]>            <img alt="""" id=""accent3"" src=""[imagePath]rwdWebAssets/homePageEspot1/accent3.png"">         <![endif]-->          <!--[if gte IE 9]><!-->                                                        <div></div>                                 <!--<![endif]-->                                                               </div>   </div>     <img alt="""" id=""accent4"" src=""[imagePath]rwdWebAssets/homePageEspot1/accent4.png"">                   </div>    </div> </div> ",-2,,,0
HomeHandbagsAdContent,,"<link rel=""stylesheet"" href=""[imagePath]rwdWebAssets/homePageEspot2/styles.css"" /> <div class=""col8"" id=""homePageEspot2"" role=""region"" aria-label=""home Page Espot handbags"">    <div class=""homeESpotContainer"" id=""homePageEspot2_Slot"">       <div class=""textContainer"">          <div class=""title"">                     Sacs à main                   </div>          <div class=""bodyText"">                     Offrez-vous un somptueux sac à main en cuir ou en daim, d'une couleur époustouflante. Qu'il s'agisse d'un grand fourre-tout ou d'une pochette élégante, vous trouverez le sac parfait au prix idéal dans notre collection de sacs de designer faits main.                    </div>          <div class=""button""><a alt="""" role=""link"" aria-label=""Shop now womens handbags"" href=""[fullPathHomeURL]/apparel/women/handbags"">laissez-vous tenter</a></div>       </div>       <div class=""imageContainer"">                   <img alt="""" src=""[imagePath]rwdWebAssets/homePageEspot2/bags.jpg"">                 </div>    </div> </div>",-2,,,0
WomenLandingPage_Atct_brand1,,Marque1,-2,,,0
WomenLandingPage_Atct_brand2,,marque2,-2,,,0
WomenLandingPage_Atct_brand3,,marque3,-2,,,0
WomenLandingPage_Atct_brand4,,marque4,-2,,,0
WomenLandingPage_Atct_brand5,,marque5,-2,,,0
HeaderESpot15OffPurchaseAd,,Economisez 15 % sur la totalité de vos achats,-2,,,0
HeaderESpotFreeShippingSpecial,,Livraison gratuite,-2,,,0
HeaderLeftAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#C64200;font-size:15px;text-align:center;"><b>MOINS 20 %</b> sur les nouveautés</div>,-2,,,0
HeaderRightAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#707070;font-size:15px;text-align:center;"><b>MOINS 15 %</b> sur la totalité de vos achats</div>,-2,,,0
DressesHeroImage,,<link href="[imagePath]rwdWebAssets/saveOnDresses/styles.css" rel="stylesheet"/>      <div id="saveOnDresses">       <div id="saveOnDresses-bkgrd"><div></div></div>       <div id="saveOnDresses-bkgrd-girl1"><div></div></div>       <div id="saveOnDresses-container">        <div id="saveOnDresses-girl1">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/saveOnDresses/girl1.png"></img>         <![endif]-->         <!--[if gte IE 9]><!-->               <div></div>         <!--<![endif]-->        </div>        <div id="saveOnDresses-girl2">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/saveOnDresses/girl2.png"></img>         <![endif]-->         <!--[if gte IE 9]><!-->               <div></div>         <!--<![endif]-->        </div>        <div id="saveOnDresses-girl3">         <div></div>        </div>        <div id="saveOnDresses-text">         <h3>Sexy avec<br/>des imprimés d'été</h3>         <p>Moins 25 %<br/>sur les imprimés d'été</p>        </div>       </div>      </div>,-2,,,0
HeaderHardwareLeftAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#4d4d4d;font-size:15px;text-align:center;">Pour une commande avant midi (heure de l'est) - expédition le même jour</div>,-2,,,0
HeaderHardwareRightAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#CA4200;font-size:15px;text-align:center;">Visitez notre catégorie de fixations étendue</div>,-2,,,0
