MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Offerta scarpe ,Offerta scarpe ,,-4,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Maglie e magliette,Maglie e magliette,,-4,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Maglioni caldi,Maglioni caldi,,-4,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Cravatta di seta,Cravatta di seta,,-4,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Abito da uomo,Abito da uomo,,-4,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Pelle nappa,Pelle nappa,,-4,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Cashmere di lusso,Cashmere di lusso,,-4,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Jeans,Jeans,,-4,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Offerta scarpe,Offerta scarpe,,-4,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Magliette basic,Magliette basic,,-4,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Camicia elegante,Camicia elegante,,-4,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Offerta scarpe,Offerta scarpe,,-4,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Cinture in pelle,Cinture in pelle,,-4,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Abito da uomo,Abito da uomo,,-4,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Cravatta di seta,Cravatta di seta,,-4,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Abito da uomo,Abito da uomo,,-4,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Cinture in pelle,Cinture in pelle,,-4,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Borsetta perfetta,Borsetta perfetta,,-4,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Borsetta perfetta,Borsetta perfetta,,-4,0
WHB_Atct_2,WHB_Atct_2,NOUSAGE,Occhiali da sole,Occhiali da sole,,-4,0
WPants_Atct_1,WPants_Atct_1,NOUSAGE,Jeans,Jeans,,-4,0
WPants_Atct_2,WPants_Atct_2,NOUSAGE,Cinture in pelle,Cinture in pelle,,-4,0
WSB_Atct_1,WSB_Atct_1,NOUSAGE,Jeans,Jeans,,-4,0
WSB_Atct_2,WSB_Atct_2,NOUSAGE,Camicie e camicette,Camicie e camicette,,-4,0
WSh_Atct_1,WSh_Atct_1,NOUSAGE,Evening Sparkle,Evening Sparkle,,-4,0
WSh_Atct_2,WSh_Atct_2,NOUSAGE,Offerta scarpe,Offerta scarpe,,-4,0
WSk_Atct_1,WSk_Atct_1,NOUSAGE,Jeans,Jeans,,-4,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,Svendita abiti estivi,Svendita abiti estivi,,-4,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,Evening Sparkle,Evening Sparkle. 15% di sconto su abiti da sera da donna,,-4,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,Maglioni comodi,"Maglioni comodi. Acquistando un articolo, il 25% di sconto sul secondo",,-4,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Chiaro come il cristallo,Chiaro come il cristallo,,-4,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,Sconto sugli accessori,Sconto sugli accessori,,-4,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,Sempre perfetto,Sempre perfetto,,-4,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,Sconti sui grandi elettrodomestici da cucina,Sconti sui grandi elettrodomestici da cucina,,-4,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,Asciugamani in cotone,Asciugamani in cotone,,-4,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,Accessori bagno,Accessori bagno,,-4,0
Components_Atct_1,Components_Atct_1,NOUSAGE,Desktop personalizzati,Desktop personalizzati,,-4,0
Components_Atct_2,Components_Atct_2,NOUSAGE,Laptop personalizzati,Laptop personalizzati,,-4,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,Desktop personalizzati,Desktop personalizzati,,-4,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,Sconto sulle stampanti,Sconto sulle stampanti,,-4,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,Camembert cremoso,Camembert cremoso,,-4,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,Latte dissetante,Latte dissetante,,-4,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,Desktop e laptop,Desktop e laptop,,-4,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,Pronti per la scuola,Pronti per la scuola,,-4,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,Il potere sempre con te,Il potere sempre con te,,-4,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,Rosse e deliziose,Rosse e deliziose,,-4,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,Frutti di bosco,Frutti di bosco,,-4,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,Mobili camera da letto,Mobili camera da letto,,-4,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,Sconti illuminazione,Sconti illuminazione,,-4,0
FreeDelivery,FreeDelivery,NOUSAGE,Consegna gratuita,Consegna gratuita,,-4,0
AtlanticLobster,AtlanticLobster,NOUSAGE,Aragosta dell'Atlantico,Aragosta dell'Atlantico,,-4,0
CrispRomaine,CrispRomaine,NOUSAGE,Lattuga romana,Lattuga romana,,-4,0
FreeConsultation,FreeConsultation,NOUSAGE,Consulenza gratuita,Consulenza gratuita,,-4,0
NaturalVitamins,NaturalVitamins,NOUSAGE,Vitamine naturali,Vitamine naturali,,-4,0
AutomaticRefills,AutomaticRefills,NOUSAGE,Ricariche automatiche,Ricariche automatiche,,-4,0
LivingRoomSale,LivingRoomSale,NOUSAGE,Vendita sala da pranzo,Vendita sala da pranzo,,-4,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,Sempre perfetto,Sempre perfetto,,-4,0
SaveOnLighting,SaveOnLighting,NOUSAGE,Sconti illuminazione,Sconti illuminazione,,-4,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,Utensili da cucina inossidabili,Utensili da cucina inossidabili,,-4,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,Sconti sui grandi elettrodomestici da cucina,Sconti sui grandi elettrodomestici da cucina,,-4,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,Laptop personalizzati,Laptop personalizzati,,-4,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,Sconto sugli accessori,Sconto sugli accessori,,-4,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,Sconti illuminazione,Sconti illuminazione,,-4,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,Rinnova la sala da pranzo,Rinnova la sala da pranzo,,-4,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Photoritz Magazine,Photoritz Magazine,,-4,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,SocietyTime Magazine,SocietyTime Magazine,,-4,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,Pollo grigliato glassato al miele,Pollo grigliato glassato al miele,,-4,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,Sashimi al salmone,Sashimi al salmone,,-4,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,Ricariche automatiche,Ricariche automatiche,,-4,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,Tutte vitamine naturali,Tutte vitamine naturali,,-4,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,Abbonati e risparmia,Abbonati e risparmia,,-4,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,Abbonati alle newsletter,Abbonati alle newsletter,,-4,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Econo Sense Magazine,Econo Sense Magazine,,-4,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Abbonati alle newsletter,Abbonati alle newsletter,,-4,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Delish Magazine,Delish Magazine,,-4,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,Il potere sempre con te,Il potere sempre con te,,-4,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,Pronti per la scuola,Pronti per la scuola,,-4,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Abbina e combina,Abbina e combina,,-4,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Abbina e combina. Piatti,Abbina e combina. Piatti,,-4,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,Carote di campo,Carote di campo,,-4,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,Insalata mista imbustata,Insalata mista imbustata,,-4,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,Tutte vitamine naturali,Tutte vitamine naturali,,-4,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Capsule antinfluenzali,Capsule antinfluenzali,,-4,0
