AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
MenShirts_Atct_2,ドレス・シャツ,ドレス・シャツの特売 紳士用ドレス・シャツが 15% 割引,,-10,0
MenShoes_Atct_1,靴の特売,"紳士靴の特売 2 足購入すれば、3 足目が無料",,-10,0
MenShoes_Atct_2,革ベルト,革ベルト コレクション全品 20% 割引,,-10,0
MenSuits_Atct_1,正装,礼服の特売 紳士用スーツが 20% 割引,,-10,0
MenSuits_Atct_2,絹ネクタイ,絹ネクタイの特売 スーツの購入で 50% 割引,,-10,0
MenRow1_Content,正装,礼服 紳士用スーツが 20% 割引,,-10,0
WAcc_Atct_1,革ベルト,革ベルト コレクション全品 20% 割引,,-10,0
WAcc_Atct_2,最高のハンドバッグ,最高のハンドバッグ お気に入りのスタイルが 25% 割引,,-10,0
WHB_Atct_1,最高のハンドバッグ,最高のハンドバッグ 最高のハンドバッグ が 25% 割引,,-10,0
WHB_Atct_2,サングラス,デザイナー・サングラス 季節で一番人気のスタイルが 35% 割引,,-10,0
WPants_Atct_1,ジーンズ,定番ジーンズ お気に入りの 1 着が 20% 割引,,-10,0
WPants_Atct_2,革ベルト,革ベルト コレクション全品 20% 割引,,-10,0
WSB_Atct_1,ジーンズ,定番ジーンズ お気に入りの 1 着が 20% 割引,,-10,0
WSB_Atct_2,シャツおよびブラウス,シャツおよびブラウス コレクション全品 25% 割引,,-10,0
WSh_Atct_1,ラメ入りイブニング・ドレス,ラメ入りイブニング・ドレス 婦人用イブニング・ドレスが 15% 割引,,-10,0
WSh_Atct_2,靴の特売,"婦人靴の特売 2 足購入すれば、3 足目が無料",,-10,0
WSk_Atct_1,ジーンズ,定番ジーンズ お気に入りの 1 着が 20% 割引,,-10,0
WSk_Atct_2,夏の在庫一掃,夏の在庫一掃 婦人用夏物スカートおよびワンピースが 50% 割引 ,,-10,0
WSw_Atct_1,ラメ入りイブニング・ドレス,ラメ入りイブニング・ドレス,,-10,0
WSw_Atct_2,暖かいセーター,暖かいセーター,,-10,0
Accessories_Atct_1,Crystal Clear,Crystal Clear 15% 割引 外に展示品,,-10,0
Accessories_Atct_2,アクセサリーの割引,アクセサリーの割引 25% 割引 コンピューター・アクセサリー,,-10,0
Appliances_Atct_1,Perfect Every Time,Perfect Every Time 15% 割引 特製コーヒー・メーカー,,-10,0
Appliances_Atct_2,キッチン割引,キッチン割引 15% 割引 大キッチン電気器具,,-10,0
BathAcc_Atct_1,綿タオル,"綿タオル 2 枚購入すれば、3 枚目が無料",,-10,0
BathAcc_Atct_2,バスルーム・アクセサリー,50% 割引 バスルーム・アクセサリー,,-10,0
Components_Atct_1,カスタム・デスクトップ,カスタム・デスクトップ・デザイン 夢のシステム,,-10,0
Components_Atct_2,カスタム・ラップトップ,カスタム・ラップトップ 必要性に見合ったコンポーネントを選択してください,,-10,0
Desktops_Atct_1,カスタム・デスクトップ,カスタム・デスクトップ・デザイン 夢のシステム,,-10,0
Desktops_Atct_2,プリンターの割引,プリンターの割引 50% 割引 どのデスクトップを購入でも,,-10,0
Dairy_Atct_1,Creamy Camembert,クリーミーな Camembert $12 今週のみ,,-10,0
Dairy_Atct_2,Refreshing Milk,Refreshing Milk 2 L カートンあたり $3.99 今週のみ,,-10,0
DesktopsAndLaptops,デスクトップとラップトップ,デスクトップとラップトップ 夢のシステムを構成します,,-10,0
GetReadyForSchool,学校への準備,学校への準備 15% 割引 選択したラップトップで,,-10,0
PowerOnTheGo,Power On The Go,Power on the Go 10% 割引 選択したタブレットで,,-10,0
Fruits_Atct_1,レッド・デリシャス,レッド・デリシャス 5Kg 当たり $5 今週のみ,,-10,0
Fruits_Atct_2,Bountiful Berries,Bountiful Berries パケット当たり $3.99 今週のみ,,-10,0
Furniture_Atct_1,寝室の家具,15% 割引 寝室の家具,,-10,0
Furniture_Atct_2,照明装置の割引,照明装置の割引 40% 割引 選択したテーブル・ランプで,,-10,0
FreeDelivery,無料配達,無料配達 $100 以上お買い上げの場合は、無料配達,,-10,0
AtlanticLobster,Atlantic Lobster,Atlantic Lobster Kg 当たり $18.99 今週のみ,,-10,0
CrispRomaine,Crisp Romaine,Crisp Romaine Kg 当たり $1.99 今週のみ,,-10,0
FreeConsultation,無料相談,無料相談 各処方箋ごとに専門家のアドバイスを,,-10,0
NaturalVitamins,Natural Vitamins,Natural Vitamins 25% 割引 すべての有機サプリメントで,,-10,0
AutomaticRefills,自動補充,自動補充 今日自動補充にサイン,,-10,0
LivingRoomSale,リビング・ルーム特売,リビング・ルーム特売 リビング・ルームの家具で 15% 割引,,-10,0
PerfectEveryTime,Perfect Every Time,Perfect Every Time 15% 割引 特製コーヒー・メーカー,,-10,0
SaveOnLighting,照明装置の割引,照明装置の割引 40% 割引 選択したテーブル・ランプで,,-10,0
Kitchenware_Atct_1,ステンレス製料理道具,ステンレス製料理道具 20% 割引 ステンレス製料理道具,,-10,0
Kitchenware_Atct_2,キッチン割引,キッチン割引 15% 割引 大キッチン電気器具,,-10,0
Laptops_Atct_1,カスタム・ラップトップ,カスタム・ラップトップ 必要性に見合ったコンポーネントを選択してください,,-10,0
Laptops_Atct_2,アクセサリーの割引,アクセサリーの割引 25% 割引 コンピューター・アクセサリー,,-10,0
Lighting_Atct_1,照明装置の割引,照明装置の割引 40% 割引 選択したテーブル・ランプで,,-10,0
Lighting_Atct_2,リビング・ルームを最新,リビング・ルームを最新 15% 割引 リビング・ルームの家具,,-10,0
Magazines_Atct_1,Photoritz Magazine,Photoritz Magazine 50% 割引 予約購読の更新で,,-10,0
Magazines_Atct_2,SocietyTime Magazine,SocietyTime Magazine 25% 割引 2 年間の予約購読で,,-10,0
Meat_Atct_1,Honey Glazed Grilled,Honey Glazed Grilled 鳥胸肉 Kg 当たり $5.99,,-10,0
Meat_Atct_2,Sashimi Salmon,Sashimi Salmon Kg 当たり $18.99 今週のみ,,-10,0
Medicines_Atct_1,自動補充,自動補充 今日自動補充にサイン,,-10,0
Medicines_Atct_2,すべての Natural Vitamins,すべての Natural Vitamins 25% 割引 有機食品サプリメント,,-10,0
SubscribeAndSave,予約購読をして節約,予約購読をして節約 2 冊以上の雑誌を予約購読して 25% 割引を,,-10,0
SubscribeToNewsletters,NewsLetters のサブスクライブ,NewsLetters のサブスクライブ 今サブスクライブを,,-10,0
SubscribeToMagazines,Econo Sense Magazine,Econo Sense Magazine 期限があります 1 年分を支払い、2 年分を,,-10,0
Newsletters_Atct_1,Newsletters のサブスクライブ,予約購読をして節約 2 冊以上の雑誌を予約購読して 25% 割引を,,-10,0
Newsletters_Atct_2,Delish Magazine,Delish Magazine 最初の 1 年の予約購読で 25% 割引,,-10,0
Tablets_Atct_1,Power on the Go,Power on the Go 10% 割引 タブレット・コンピューター,,-10,0
Tablets_Atct_2,学校への準備,学校への準備 15% 割引 選択したラップトップで,,-10,0
Tableware_Atct_1,Mix and Match,Mix and Match Stemware 1 つ購入すれば、もう 1 つ無料,,-10,0
Tableware_Atct_2,Mix and Match 皿,Mix and Match 皿 1 つ購入すれば、もう 1 つ無料,,-10,0
Vegetables_Atct_1,畑のニンジン,畑のニンジン 1 束あたり $2 今週のみ,,-10,0
Vegetables_Atct_2,パッケージされたサラダ・ミックス,パッケージされたサラダ・ミックス 1 パッケージ当たり $2.29 今週のみ,,-10,0
Vitamins_Atct_1,すべての Natural Vitamins,すべての Natural Vitamins 25% 割引 有機食品サプリメント,,-10,0
Vitamins_Atct_2,Flu Fighting Gel Caps,Flu Fighting Gel Caps 1 ビン当たり $12.99 で gel cap 形式で安心を,,-10,0
