AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
GetReadyForSchool,Get Ready For School,Get ready for school Get 15% off on selected laptops,,-1,0
PowerOnTheGo,Power On The Go,Power on the go Get 10% off on selected tablets,,-1,0
Fruits_Atct_1,Red and Delicious,Red and Delicious $5 for a 5kg bag this week only,,-1,0
Fruits_Atct_2,Bountiful Berries,Bountiful Berries $3.99 per packet this week only,,-1,0
Furniture_Atct_1,Bedroom Furniture,15% off bedroom furniture,,-1,0
Furniture_Atct_2,Save on Lighting,Save on Lighting 40% off selected table lamps,,-1,0
FreeDelivery,Free Delivery,Free Delivery Get free delivery when you spend over $100,,-1,0
AtlanticLobster,Atlantic Lobster,Atlantic Lobster $18.99 per kg this week only,,-1,0
CrispRomaine,Crisp Romaine,Crisp Romaine $1.99 per kg this week only,,-1,0
FreeConsultation,Free Consultation,Free Consultation Get expert advice with each prescription pick-up,,-1,0
NaturalVitamins,Natural Vitamins,Natural Vitamins 25% off on all Organic suppliments,,-1,0
AutomaticRefills,Automatic Refills,Automatic Refills Sign up for automatic refills today,,-1,0
LivingRoomSale,Living Room Sale,Living Room Sale Save 15% on Living Room furniture,,-1,0
PerfectEveryTime,Perfect Every Time,Perfect Every Time 15% off speciality cofffee makers,,-1,0
SaveOnLighting,Save On Lighting,Save On Lighting 40% off on selected table lamps,,-1,0
Kitchenware_Atct_1,Stainless Cookware,Stainless Cookware 20% off stainless steel cookware,,-1,0
Kitchenware_Atct_2,Big Kitchen Savings,Big Kitchen Savings 15% off large kitchen appliances,,-1,0
Laptops_Atct_1,Custom Laptops,Custom Laptops Select components that suit your needs,,-1,0
Laptops_Atct_2,Save on Accessories,Save on Accessories 25% off computer accessories,,-1,0
Lighting_Atct_1,Save on Lighting,Save on Lighting 40% off selected table lamps,,-1,0
Lighting_Atct_2,Update Living Room,Update Your Living Room 15% off living room furniture,,-1,0
Magazines_Atct_1,Photoritz Magazine,Photoritz Magazine Save 50% on your subscription renewal,,-1,0
Magazines_Atct_2,SocietyTime Magazine,SocietyTime Magazine Save 25% on 2-year subscriptions,,-1,0
Meat_Atct_1,Honey Glazed Grilled,Honey Glazed Grilled chicken breast $5.99 per kg,,-1,0
Meat_Atct_2,Sashimi Salmon,Sashimi Salmon $18.99 per kg this week only,,-1,0
Medicines_Atct_1,Automatic Refills,Automatic Refills Sign up for automatic refills today,,-1,0
Medicines_Atct_2,All Natural Vitamins,All Natural Vitamins 25% off organic diet supplements,,-1,0
SubscribeAndSave,Subscribe and Save,Subscribe And Save Get 25% off when you subscribe to two or more magazines,,-1,0
SubscribeToNewsletters,Subscribe To NewsLetters,Subscribe to NewsLetters Subscribe now,,-1,0
SubscribeToMagazines,Econo Sense Magazine,Econo Sense Magazine For a limited time pay for 1 year and get for 2 years,,-1,0
Newsletters_Atct_1,Subscribe to Newsletters,Subscribe and Save Get 25% off when you subscribe to 2 or more magazines,,-1,0
Newsletters_Atct_2,Delish Magazine,Delish Magazine Save 25% on your first year subscription,,-1,0
Tablets_Atct_1,Power on the Go,Power on the Go 10% off tablet computers,,-1,0
Tablets_Atct_2,Get Ready for School,Get Ready for School Get 15% off selected laptops,,-1,0
Tableware_Atct_1,Mix and Match,Mix and Match Stemware Buy 1 get 1 free,,-1,0
Tableware_Atct_2,Mix and Match Plates,Mix and Match Plates Buy 1 get 1 free,,-1,0
Vegetables_Atct_1,Field Carrots,Field Carrots $2 a bunch this week only,,-1,0
Vegetables_Atct_2,Packaged Salad Mix,Packaged Salad Mix $2.29 per package this week only,,-1,0
Vitamins_Atct_1,All Natural Vitamins,All Natural Vitamins 25% off organic diet supplements,,-1,0
Vitamins_Atct_2,Flu Fighting Gel Caps,Flu Fighting Gel Caps Get relief in gel cap format $12.99 a bottle,,-1,0
