MarketingContentDescription
contentName,location,marketingText,langId,field1,field2,delete
CorporateInfoCenter,,"<div class=""container_static_full_width container_margin_5px""> <div class=""static_page_content""> <div class=""page_header"" role=""heading"" aria-level=""1"">弊社について </div> <div class=""content_box""> <div class=""header_top"">弊社概要 </div> <div class=""item_spacer_5px""></div> <div class=""item_spacer_10px""></div> <div class=""info_section""> <p>[storeName] は 1957 年にニューヨーク市で、商品やサービスを扱う小さな店舗としてスタートしました。現在では、世界 15 カ国で、800 を超える [storeName] 百貨店を展開しています。[storeName] の従業員は、125,000 人を超えます。</p> <br> <p>高品質の商品を適正価格で提供するというコミットメントで始まった事柄は、現在に至るまで [storeName].com で引き継がれています。このオンライン・ショップでは、従来型の店舗でお客様の信頼を得てきたブランドやスタイルを 24 時間いつでも同様に手に入れることができます。</p> <br> <p>弊社の商品をご覧になり、気に入っていただければ幸いです。</p> </div> <div class=""header"">目標</div> <div class=""info_section""> <p>弊社の使命は、お客様に可能な限り最善で最も便利なオンライン・ショッピングを体験していただくことです。そのため、開けやすく、地球に優しい梱包で商品をお届けする取り組みを行っており、また、主要なクレジット・カードをすべてご利用いただけます。</p> </div> <div class=""header"">企業の責任</div> <div class=""info_section""> <p>[storeName] は、ビジネスにおけるあらゆる面で健康な生活を支援します。「安全なコミュニティー」イニシャティブから環境サステナビリティー・プロジェクトに至るまで、弊社のショッパー、その多様性、コミュニティー、健康、安全に対する責任を担えることを誇りとしています。</p> </div> </div> </div> <div class=""clear_float""></div> </div>",-10,,,0
CorporateContactUsCenter,,<div class="container_static_full_width container_margin_5px"> <div class="static_page_content"> <div class="page_header" role="heading" aria-level="1">連絡先 [storeName] 企業</div> <div class="content_box"> <div class="header_top">[storeName] 本社</div> <div class="item_spacer_5px"></div> <div class="item_spacer_10px"></div> <div class="info_section"> <p>弊社は、最高の顧客サービスをお客様に提供することを個人的にお約束いたします。ご質問やコメントを送信される場合には、迅速な返信を可能にするために、以下の企業部門の中から最も適するものをお選びください。</p> </div> <div class="header">ヒューマン・リソース</div> <div class="info_section"> <p>ヒューマン・リソース・オフィスの営業時間は、月曜日から金曜日の 8AM から 5PM EST です。E メールでのお問い合わせ先は careers@[storeName].com で、いつでもご利用いただけます。</p> </div> <div class="header">コンシューマー・リレーションズ</div> <div class="info_section"> <p>コンシューマー・リレーションズ・オフィスの営業時間は、水曜日から金曜日の 8AM から 5PM EST です。E メールでのお問い合わせ先は relations@[storeName].com で、いつでもご利用いただけます。</p> </div> <div class="header">企業の責任</div> <div class="info_section"> <p>[storeName] の企業の責任の詳細については、「弊社について」ページをご覧いただくか、または info@[storeName].com 宛てにメッセージをお送りください。</p> </div> <div class="item_spacer_50px"></div> <div class="info_section"> <p>[storeName] 企業の本社所在地:</p> <p>Street123</p> <p>Toronto Ontario</p> <p>Canada M3C-1L1</p> </div> </div> </div> <div class="clear_float"></div> </div>,-10,,,0
EmailFooter,,"<p style=""margin: 0; line-height: 14px;"">弊社の使命は、お客様に可能な限り最善で最も便利なオンライン・ショッピングを体験していただくことです。そのため、開けやすく、地球に優しい梱包で商品をお届けする取り組みを行っています。</p><p style=""margin: 0; line-height: 14px;"">&nbsp;</p><p style=""margin: 0; line-height: 14px;"">詳しくは、<a style=""color: #0081AF; text-decoration: none;""class=""link"" href=""[LINK1]"">「プライバシー・ポリシー」</a>を参照してください。</p><p style=""margin: 0; line-height: 14px;"">&nbsp;<p style=""margin: 0; line-height: 14px;""><a style=""color: #0081AF; text-decoration: none;"" class=""link""href=""[LINK2]"">www.[STORE_NAME].com</a> | Copyright [STORE_NAME], NY. 2012.</p>",-10,,,0
PasswordChangeNotifyCenter,,<p> [userName] 様、<br /><br /><br />ご依頼に基づき、お客様のパスワードを送付いたします。<br /><br />お客様のパスワード: [password]<br /><br />パスワードでは大文字と小文字を区別する必要があります。<br /><br /><br />ありがとうございました。<br />[storeName] チーム</p><br />,-10,,,0
AccountActivationCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Dear User,</h2>               <p style=""line-height: 14px; margin: 0;"">お客様のアカウントはアクティブになっています。</p>                             <p style=""line-height: 14px; margin: 0;"">下記のリンクをクリックしてログインし、ショッピングを続けてください。               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link"" href=""[link]"">[link]</a>               </p>                             <p style=""line-height: 14px; margin: 0;"">ありがとうございました。</p>                             <p style=""line-height: 14px; margin: 0;"">[storeName] チーム</p>",-10,,,0
OrderCancelNotifyRow1,,<p style="margin:0; padding:0; line-height:14px; color:#404040; font-size:12px; padding-bottom:14px;">Thank you for ordering from [storeName]. お客様のオーダー番号 [orderNumber] は、お支払いの与信の問題で完了できません。次のアイテムを購入される場合は、1-800-555-1234 (米国) にお電話ください。 [storeName] でお買い上げいただき、ありがとうございます。</p><br />,-10,,,0
OrderShipNotifyRow1,,<p style="margin:0; padding:0; line-height:14px; color:#404040; font-size:12px; padding-bottom:14px;">Thank you for ordering from [storeName]. オーダー番号 [orderNumber] で支払い与信を受け取りました。このパッケージを追跡する場合は、次の配送追跡番号をご使用ください: <strong>[trackingNumber]</strong>。アイテムを他の配送先住所に配送する場合、または他の配送方法をご使用になる場合は、それらの配送詳細情報が記載された別の E メールをお送りします。 お客様のオーダーについてご質問や問題がございましたら、E メール orders@[storeName].com または電話 1-800-555-1234 でお問い合わせください。[storeName] でお買い上げいただき、ありがとうございます。</p><br />,-10,,,0
PasswordResetNotifyAdminContent,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Dear [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">お客様のパスワードのリセットのご依頼を受け付けました。</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>お客様の確認コード: </strong>[validationCode]</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>確認コードをコピーして次のページで入力し、パスワードをリセットしてください。 </strong>[resetPasswordFormURL]</p>               <br />                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">ありがとうございました。</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] チーム</p><br /><br />",-10,,,0
"Buy One, Get One Free",images/catalog/ja_JP/BuyOneGetOneFree_WineGlasses.jpg,ワイン・グラスを「1 つ買えばもう 1 つ無料」で提供,-10,,,0
Top Selling Item,images/catalog/ja_JP/TopSellingItem.jpg,現在最も売れているオンライン・アイテム,-10,,,0
Furniture Category Discount,images/catalog/ja_JP/CategoryDiscount_Furniture.jpg,家具・調度品カテゴリーではすべてのアイテムが 20% 割引,-10,,,0
Free Ground Shipping,images/catalog/ja_JP/ShippingDiscount_FreeGroundShipping.jpg,陸上配送は無料,-10,,,0
Set Personalized Catalog,, ,-10,,,0
RecommendedCatEntries,,お勧めアイテム ,-10,,,0
HomePageESpotTitle,,夏の新着商品...,-10,,,0
B2BHomePageESpotCategoryTitle,,お勧めカテゴリー,-10,,,0
B2BHomePageESpotCatalogEntryTitle,,最も売れている商品 ,-10,,,0
HomeHero1,,<link href="[imagePath]rwdWebAssets/homePageMainESpot/styles.css" rel="stylesheet"/> <div id="homeHero1" class="homeHero">  <div id="homeHero1-background" class="homeHero-background" data-carousel-background></div>  <a id="homeHero1-pageButton" class="homeHero-pageButton" alt="Colors of Summer" data-carousel-pageButton>   <img src="[imagePath]rwdWebAssets/homePageMainESpot/bkgd-girl.jpg"/>  </a>  <div class="imageContainer">     <!--[if !IE 8]><!--><div></div><!--<![endif]-->   <!--[if IE 8]><img src="[imagePath]rwdWebAssets/homePageMainESpot/girl.png"/><![endif]-->        </div>  <div class="textContainer">     <h3><span class="m">COLORS</span><span class="s"> OF </span><span class="l">SUMMER</span></h3>   <a class="toggle" href="#" data-toggle="contentCarouselWidget[widgetSuffix]">Show Details</a>   <p id="homeHero1-details">鮮やかな色彩、ゆったりとした形と弾力性のある素材が、当社の夏物ドレス・コレクションの特長です。お手頃な価格でリラックスしたスタイルを手に入れることができます。</p>     <a class="button" href="[fullPathHomeURL]/apparel/women/dresses">ぜひお買い求めください</a>  </div> </div>,-10,,,0
HomeHero2,,<link href="[imagePath]rwdWebAssets/homePageMainESpot/styles.css" rel="stylesheet"/> <div id="homeHero2" class="homeHero">  <div id="homeHero2-background" class="homeHero-background" data-carousel-background></div>  <a id="homeHero2-pageButton" class="homeHero-pageButton" alt="Luxury Lightweight Jackets" data-carousel-pageButton>   <img src="[imagePath]rwdWebAssets/homePageMainESpot/bkgd-rob.jpg"/>  </a>  <div class="imageContainer">     <!--[if !IE 8]><!--><div></div><!--<![endif]-->   <!--[if IE 8]><img src="[imagePath]rwdWebAssets/homePageMainESpot/rob.png"/><![endif]-->        </div>  <div class="textContainer">     <h3><span class="m">LUXURY</span><span class="s"> LIGHTWEIGHT </span><span class="l">JACKETS</span></h3>   <a class="toggle" href="#" data-toggle="contentCarouselWidget[widgetSuffix]">Show Details</a>   <p id="homeHero2-details">当社の新しい夏物の非構造化スポーツ・ジャケットは、シャープな見栄えと涼しさが特長です。とても快適でおしゃれな、これらのライト・ウール素材のジャケットは、フォーマルさとカジュアルさを兼ね備えた優雅な雰囲気を生み出します。</p>     <a class="button" href="[fullPathHomeURL]/apparel/men/jackets">ぜひお買い求めください</a>  </div> </div>,-10,,,0
HomeHero3,,"<link href=""[imagePath]rwdWebAssets/homePageMainESpot/styles.css"" rel=""stylesheet""/> <div id=""homeHero3"" class=""homeHero"">  <div id=""homeHero3-background"" class=""homeHero-background"" data-carousel-background></div>  <a id=""homeHero3-pageButton"" class=""homeHero-pageButton"" alt=""Simple, Classic Dresses"" data-carousel-pageButton>   <img src=""[imagePath]rwdWebAssets/homePageMainESpot/bkgd-teen.jpg""/>  </a>  <div class=""imageContainer"">     <!--[if !IE 8]><!--><div></div><!--<![endif]-->   <!--[if IE 8]><img src=""[imagePath]rwdWebAssets/homePageMainESpot/teen.png""/><![endif]-->        </div>  <div class=""textContainer"">     <h3><span class=""s"">SIMPLE, </span><span class=""m"">CLASSIC </span><span class=""l"">DRESSES</span></h3>   <a class=""toggle"" href=""#"" data-toggle=""contentCarouselWidget[widgetSuffix]"">Show Details</a>   <p id=""homeHero3-details"">気の利いた花柄、遊び心のあるプリント、洗練されたストライプ、美しい水玉模様があります。気になる商品があれば、ティーン・ドレス・コレクションを参照し、新しいお気に入り商品を見つけてください。</p>     <a class=""button"" href=""[fullPathHomeURL]/apparel/girls/skirts"">ぜひお買い求めください</a>  </div> </div>",-10,,,0
HomeShoeComfortAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/homePageEspot_Left/styles.css" /> <div class="col4" id="homePageEspot_Left" role="region" aria-label="home page Espot womens shoes">    <div class="homeESpotContainer" id="homePageEspot_Left_Slot">       <div class="textContainer">          <div class="title">                         徹底した快適さ                       </div>          <div class="bodyText">                         完璧にフィットする伸縮性を備えた、美しいデザインのソフト・レザー・シューズ。軽量で耐久性に優れたこれらのフラット・シューズは、クッション性のあるインソールとやわらかい裏地で一日中快適さを保ちます。複数色のアクセントを付けた編み上げの組み合わせとパターンが、特別注文で購入可能です。</div>          <div class="button"><a alt="" role="link" aria-label="Shop now womens shoes" href="[fullPathHomeURL]/apparel/women/shoes">ぜひお買い求めください</a></div>       </div>       <div class="imageContainer">       <img alt="" src="[imagePath]rwdWebAssets/homePageEspot_Left/eyeCandy.jpg" />                     </div>    </div> </div> ,-10,,,0
HomePolosDiscountContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/homePageEspot_Middle/styles.css" /> <div class="col4" id="homePageEspot_Middle" role="region" aria-label="home page Espot mens shirts">    <div class="homeESpotContainer" id="homePageEspot_Middle_Slot">       <div class="imageContainer">                       <img alt="" src="[imagePath]rwdWebAssets/homePageEspot_Middle/mens.jpg">                     </div>       <div class="textContainer">          <div class="title">                         50% 割引のポロシャツ                       </div>          <div class="bodyText">                         モダンでコーディネートが容易なポロシャツのコレクションで、スマートでカジュアルな装いに。優れた形状保持と防しわ加工を施した、ポロシャツがさまざまな色で購入できます。税を含める前の価格が $60 を超えるお買い上げで配送料無料。</div>          <div class="button"><a alt="" role="link" aria-label="Shop now mens shirts" href="[fullPathHomeURL]/apparel/men/shirts">ぜひお買い求めください</a></div>       </div>    </div> </div>,-10,,,0
HomeKidsApparelAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/homePageEspot_Right/styles.css" /> <div class="col4" id="homePageEspot_Right" role="region" aria-label="home page Espot kids">    <div class="homeESpotContainer" id="homePageEspot_Right_Slot">       <div class="textContainer">          <div class="title">                       子供用品                      </div>          <div class="bodyText">             夏物は、楽しいプリント、明るい色、快適さ、耐久性が重要です。当社の着心地のよい、値段が手頃な子供向けファッションをぜひお買い上げください。$100* 以上お買い上げの場合、$25 のギフト券を受け取ることができます。<div class="finePrint">                         *税を含める前の価格です。ギフト券は、次回のお買い上げ時にお引き換え可能です。</div>          </div>          <div class="button"><a alt="" role="link" aria-label="Shop now girls category" href="[fullPathHomeURL]/apparel/girls">ぜひお買い求めください</a></div>       </div>       <div class="imageContainer">                     <img alt="" id="kids1" src="[imagePath]rwdWebAssets/homePageEspot_Right/kids1.jpg">                     <img alt="" id="kids2" src="[imagePath]rwdWebAssets/homePageEspot_Right/kids2.png">                   </div>    </div> </div>,-10,,,0
HomeBrightIdeasAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/homePageEspot1/styles.css" /> <div class="col8" id="homePageEspot1" role="region" aria-label="home page Espot home furnishing">    <div class="homeESpotContainer" id="homePageEspot1_Slot">       <div class="textContainer">          <div class="title">                     素晴らしいアイデア                   </div>          <div class="bodyText">                     大地と空をイメージさせる鮮やかな色、パターン、形で、お客様の空間を夏で彩ります。当社の伝統的でありながらモダンな家庭のアクセントが効いた家電製品で部屋の隅々まで演出しましょう。</div>          <div class="button"><a alt="" role="link" aria-label="Shop now home furnishing" href="[fullPathHomeURL]/home---furnishing">ぜひお買い求めください</a></div>       </div>       <div class="imageContainer">                      <img alt="" id="accent1" src="[imagePath]rwdWebAssets/homePageEspot1/accent1.png">                      <img alt="" id="accent2" src="[imagePath]rwdWebAssets/homePageEspot1/accent2.png">    <div id="accent3" class="container">    <div class="accent3">                                     <!--[if IE 8]>      <img alt="" id="accent3" src="[imagePath]rwdWebAssets/homePageEspot1/accent3.png">     <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>                                 <!--<![endif]-->        </div>   </div>     <img alt="" id="accent4" src="[imagePath]rwdWebAssets/homePageEspot1/accent4.png">                   </div>    </div> </div> ,-10,,,0
HomeHandbagsAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/homePageEspot2/styles.css" /> <div class="col8" id="homePageEspot2" role="region" aria-label="home Page Espot handbags">    <div class="homeESpotContainer" id="homePageEspot2_Slot">       <div class="textContainer">          <div class="title">                     ハンドバッグ</div>          <div class="bodyText">                     贅沢なレザー、豪華なスエード素材のハンドバッグにご注目ください。各色には思わずため息が出ることでしょう。大きめのトートから洒落たクラッチまで、手作りのデザイナー・コレクションで、必ず気に入った商品を手頃な価格で見つけることができます。</div>          <div class="button"><a alt="" role="link" aria-label="Shop now womens handbags" href="[fullPathHomeURL]/apparel/women/handbags">ぜひお買い求めください</a></div>       </div>       <div class="imageContainer">                   <img alt="" src="[imagePath]rwdWebAssets/homePageEspot2/bags.jpg">                 </div>    </div> </div>,-10,,,0
WomenLandingPage_Atct_brand1,,Brand1,-10,,,0
WomenLandingPage_Atct_brand2,,brand2,-10,,,0
WomenLandingPage_Atct_brand3,,brand3,-10,,,0
WomenLandingPage_Atct_brand4,,brand4,-10,,,0
WomenLandingPage_Atct_brand5,,brand5,-10,,,0
HeaderESpot15OffPurchaseAd,,総購入額の 15% 割引,-10,,,0
HeaderESpotFreeShippingSpecial,,配送料無料,-10,,,0
HeaderLeftAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#C64200;font-size:15px;text-align:center;">新着商品が全品 <b>20% 割引</b></div>,-10,,,0
HeaderRightAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#707070;font-size:15px;text-align:center;">総購入額の <b>15% 割引</b></div>,-10,,,0
DressesHeroImage,,<link href="[imagePath]rwdWebAssets/saveOnDresses/styles.css" rel="stylesheet"/>      <div id="saveOnDresses">       <div id="saveOnDresses-bkgrd"><div></div></div>       <div id="saveOnDresses-bkgrd-girl1"><div></div></div>       <div id="saveOnDresses-container">        <div id="saveOnDresses-girl1">                 <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/saveOnDresses/girl1.png"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="saveOnDresses-girl2">                 <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/saveOnDresses/girl2.png"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="saveOnDresses-girl3">         <div></div>        </div>        <div id="saveOnDresses-text">                 <h3>ホットな<br/>夏物</h3>         <p>夏物<br/> 25% 割引</p>        </div>       </div>      </div>,-10,,,0
HeaderHardwareLeftAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#4d4d4d;font-size:15px;text-align:center;">午前 (EST) のオーダー - 当日出荷</div>,-10,,,0
HeaderHardwareRightAdvertisement,,<div style="padding:10px 0;background-color:#f5f5f5;color:#CA4200;font-size:15px;text-align:center;">展開された「固定具」カテゴリーをチェックアウトする</div>,-10,,,0
HardwareHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLandingPage/styles.css" />      <div id="hardwareHeroBanner" class="container">       <div id="hardwareHeroBannerContents" class="espotCont">        <div id="hardwareHeroBanner-houseImg">         <!--[if IE 8]>          <img src="[imagePath]rwdWebAssets/hardwareLandingPage/house.png"> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="hardwareHeroBanner-toolsImg">         <!--[if IE 8]>          <img src="[imagePath]rwdWebAssets/hardwareLandingPage/tools.png"> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="hardwareHeroBanner-screwsImg">         <!--[if IE 8]>          <img src="[imagePath]rwdWebAssets/hardwareLandingPage/screws.png"> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="hardwareHeroBanner-blueprintImg">         <!--[if IE 8]>          <img src="[imagePath]rwdWebAssets/hardwareLandingPage/blueprint.png"> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>                <div id="hardwareHeroBanner-bannerText" class="bannerText">         <div class="line1">          お役に立つ         </div>          <div class="line2">          <span class="highlight">工具<span class="small">を</span></span>         </div>          <div class="line3">          <span class="highlight">豊富に品揃え</span>         </div>        </div>        <div class="bannerLine">         お役に立つ工具を豊富に品揃え        </div>              </div>      </div> ,-10,,,0
HomePowerDrillsAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLandingPage/styles.css" />      <div id="drillESpotContainer" class="container">       <div id="drillESpot" class="espotCont">        <div id="drillImg">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/hardwareLandingPage/drill.png"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="drillESpot-bannerText" class="bannerText">          <div class="line1">ドン・ミルズ (Don Mills) </div>         <div class="line2">電動</div>         <div class="line3">ドリル</div>        </div>        <div class="bannerLine">         ドン・ミルズ (Don Mills) 電動ドリル        </div>              </div>      </div> ,-10,,,0
HomeDurableFastenersAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLandingPage/styles.css" />      <div id="boltsESpotContainer" class="container">       <div id="boltsESpot" class="espotCont">        <div id="boltsImg">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/hardwareLandingPage/bolts.png"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="boltsESpot-bannerText" class="bannerText">          <div class="line1">          <span class="highlight large">新製品!</span>いたずら防止ボルト         </div>         <div class="line2">高耐久性の固定具</div>        </div>        <div class="bannerLine">新製品!いたずら防止ボルト高耐久性の固定具      </div>       </div>      </div> ,-10,,,0
HomeBXRBuildersAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLandingPage/styles.css" />      <div id="toolsESpotContainer" class="container">       <div id="toolsESpot" class="espotCont">        <div id="toolsESpotBackground">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/hardwareLandingPage/espot_background.jpg"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="toolboxImg">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/hardwareLandingPage/tool_box.png"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div class="bannerText">         <div class="line1">BXR Builder の</div>         <div class="line2">必須アイテム</div>        </div>        <div class="bannerLine">         BXR Builder の必須アイテム        </div>              </div>      </div> ,-10,,,0
FastenersESpotCategoryTitle,,対象...,-10,,,0
FastenersESpotCatEntriesTitle,,最も売れている商品 ,-10,,,0
