AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
Lighting_Atct_2,更新客廳,更新您的客廳客廳傢俱享有 15% 折扣,,-8,0
Magazines_Atct_1,Photoritz 雜誌,Photoritz 雜誌訂閱續約可省下 50%,,-8,0
Magazines_Atct_2,SocietyTime 雜誌,SocietyTime 雜誌訂閱 2 年可省下 25%,,-8,0
Meat_Atct_1,蜜汁燒,蜜汁燒雞胸肉每公斤 $5.99,,-8,0
Meat_Atct_2,鮭魚生魚片,鮭魚生魚片限本週每公斤 $18.99,,-8,0
Medicines_Atct_1,自動裝填,自動裝填今天就登入自動裝填,,-8,0
Medicines_Atct_2,全部天然維他命,全部天然維他命享有 25% 折扣的有機減重補充品,,-8,0
SubscribeAndSave,訂閱和節省,訂閱和節省在您訂閱兩份或更多雜誌時享有 25% 折扣,,-8,0
SubscribeToNewsletters,訂閱新聞信件,立即訂閱新聞信件訂閱,,-8,0
SubscribeToMagazines,Econo Sense 雜誌,Econo Sense 雜誌限定時間內付費 1 年可享兩年,,-8,0
Newsletters_Atct_1,訂閱新聞信件,當您訂閱 2 份或更多雜誌時，訂閱即享有 25% 折扣,,-8,0
Newsletters_Atct_2,Delish 雜誌,Delish 雜誌第一年訂閱可省下 25%,,-8,0
Tablets_Atct_1,移動電源,移動電源平板電腦享有 10% 折扣,,-8,0
Tablets_Atct_2,開學前必備,開學前必備選取的膝上型電腦享有 15% 折扣,,-8,0
Tableware_Atct_1,混搭,玻璃器皿混搭買一送一,,-8,0
Tableware_Atct_2,盤子混搭,盤子混搭買一送一,,-8,0
Vegetables_Atct_1,農場胡蘿蔔,農場胡蘿蔔限本週每顆 $2,,-8,0
Vegetables_Atct_2,套裝什錦沙拉,套裝什錦沙拉限本週每套 $2.29,,-8,0
Vitamins_Atct_1,全部天然維他命,全部天然維他命享有 25% 折扣的有機減重補充品,,-8,0
Vitamins_Atct_2,抗流感膠囊,抗流感膠囊能舒緩膠囊包裝，每罐 $12.99,,-8,0
