MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Trajes,Trajes,,-5,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Piel moderna,Piel moderna,,-5,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Cachemir de lujo,Cachemir de lujo,,-5,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Vaqueros,Vaqueros,,-5,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Venta de calzado,Venta de calzado,,-5,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Camisetas básicas,Camisetas básicas,,-5,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Camisa de vestir,Camisa de vestir,,-5,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Venta de calzado,Venta de calzado,,-5,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Cinturones de piel,Cinturones de piel,,-5,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Trajes,Trajes,,-5,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Corbata de seda,Corbata de seda,,-5,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Trajes,Trajes,,-5,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Cinturones de piel,Cinturones de piel,,-5,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Bolso perfecto,Bolso perfecto,,-5,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Bolso perfecto,Bolso perfecto,,-5,0
WHB_Atct_2,WHB_Atct_2,NOUSAGE,Gafas de sol,Gafas de sol,,-5,0
WPants_Atct_1,WPants_Atct_1,NOUSAGE,Vaqueros,Vaqueros,,-5,0
WPants_Atct_2,WPants_Atct_2,NOUSAGE,Cinturones de piel,Cinturones de piel,,-5,0
WSB_Atct_1,WSB_Atct_1,NOUSAGE,Vaqueros,Vaqueros,,-5,0
WSB_Atct_2,WSB_Atct_2,NOUSAGE,Camisas y Blusas,Camisas y Blusas,,-5,0
WSh_Atct_1,WSh_Atct_1,NOUSAGE,Noche estelar,Noche estelar,,-5,0
WSh_Atct_2,WSh_Atct_2,NOUSAGE,Venta de calzado,Venta de calzado,,-5,0
WSk_Atct_1,WSk_Atct_1,NOUSAGE,Vaqueros,Vaqueros,,-5,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,Liquidación de verano,Liquidación de verano,,-5,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,Noche estelar,Noche estelar: 15% de descuento en trajes de noche de señora,,-5,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,Jerséis cómodos,"compre 1 y obtenga un 25% de descuento en el segundo",,-5,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Cristal transparente,Cristal transparente,,-5,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,Ahorre en accesorios,Ahorre en accesorios,,-5,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,Siempre perfecto,Siempre perfecto,,-5,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,Grandes ahorros en la cocina,Grandes ahorros en la cocina,,-5,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,Toallas de algodón,Toallas de algodón,,-5,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,Accesorios de baño,Accesorios de baño,,-5,0
Components_Atct_1,Components_Atct_1,NOUSAGE,Ordenadores de sobremesa personalizados,Ordenadores de sobremesa personalizados,,-5,0
Components_Atct_2,Components_Atct_2,NOUSAGE,Portátiles personalizados,Portátiles personalizados,,-5,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,Sistema de sobremesa personalizado,Sistema de sobremesa personalizado,,-5,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,Ahorre en impresoras,Ahorre en impresoras,,-5,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,Camembert cremoso,Camembert cremoso,,-5,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,Leche fresca,Leche fresca,,-5,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,Ordenadores de sobremesa y portátiles,Ordenadores de sobremesa y portátiles,,-5,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,Preparados para el cole,Preparados para el cole,,-5,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,Potencia a mano,Potencia a mano,,-5,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,Manzanas rojas y deliciosas,Manzanas rojas y deliciosas,,-5,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,Frutas del bosque,Frutas del bosque,,-5,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,Mobiliario de dormitorio,Mobiliario de dormitorio,,-5,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,Ahorre en iluminación,Ahorre en iluminación,,-5,0
FreeDelivery,FreeDelivery,NOUSAGE,Entrega gratis,Entrega gratis,,-5,0
AtlanticLobster,AtlanticLobster,NOUSAGE,Langosta del atlántico,Langosta del atlántico,,-5,0
CrispRomaine,CrispRomaine,NOUSAGE,Lechuga fresca,Lechuga fresca,,-5,0
FreeConsultation,FreeConsultation,NOUSAGE,Consultas gratis,Consultas gratis,,-5,0
NaturalVitamins,NaturalVitamins,NOUSAGE,Vitaminas naturales,Vitaminas naturales,,-5,0
AutomaticRefills,AutomaticRefills,NOUSAGE,Reposiciones automáticas,Reposiciones automáticas,,-5,0
LivingRoomSale,LivingRoomSale,NOUSAGE,Ofertas para el salón,Ofertas para el salón,,-5,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,Siempre perfecto,Siempre perfecto,,-5,0
SaveOnLighting,SaveOnLighting,NOUSAGE,Ahorre en iluminación,Ahorre en iluminación,,-5,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,Artículos de cocina de acero inoxidable,Artículos de cocina de acero inoxidable,,-5,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,Grandes ahorros en la cocina,Grandes ahorros en la cocina,,-5,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,Portátiles personalizados,Portátiles personalizados,,-5,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,Ahorre en accesorios,Ahorre en accesorios,,-5,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,Ahorre en iluminación,Ahorre en iluminación,,-5,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,Renueve su salón,Renueve su salón,,-5,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Revista Photoritz,Revista Photoritz,,-5,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,Revista SocietyTime,Revista SocietyTime,,-5,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,A la parrilla lacada con miel,A la parrilla lacada con miel,,-5,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,Sashimi de salmón,Sashimi de salmón,,-5,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,Reposiciones automáticas,Reposiciones automáticas,,-5,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,Todo vitaminas naturales,Todo vitaminas naturales,,-5,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,Suscríbase y ahorre,Suscríbase y ahorre,,-5,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,Suscríbase a boletines de noticias,Suscríbase a boletines de noticias,,-5,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Revista Econo Sense,Revista Econo Sense,,-5,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Suscríbase a boletines de noticias,Suscríbase a boletines de noticias,,-5,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Revista Delish,Revista Delish,,-5,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,Potencia a mano,Potencia a mano,,-5,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,Preparados para el cole,Preparados para el cole,,-5,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Mezclar y combinar,Mezclar y combinar,,-5,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Mezclar y combinar platos,Mezclar y combinar platos,,-5,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,Zanahorias de la huerta,Zanahorias de la huerta,,-5,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,Ensalada mixta envasada,Ensalada mixta envasada,,-5,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,Todo vitaminas naturales,Todo vitaminas naturales,,-5,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Cápsulas contra la gripe,Cápsulas contra la gripe,,-5,0
