AttachmentAssetLanguage
attachmentIdentifier,assetPath,languageId,delete
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,-6,0
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,-7,0
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,-8,0
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,-10,0
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,-20,0
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,-21,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-1,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-2,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-3,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-4,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-5,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-6,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-7,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-8,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-10,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-20,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,-21,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-1,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-2,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-3,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-4,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-5,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-6,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-7,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-8,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-10,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-20,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,-21,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/save_15_off_purchase.jpg,-3,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/save_15_off_purchase.jpg,-1,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/save_15_off_purchase.jpg,-5,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/save_15_off_purchase.jpg,-2,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/save_15_off_purchase.jpg,-4,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/save_15_off_purchase.jpg,-10,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/save_15_off_purchase.jpg,-6,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/save_15_off_purchase.jpg,-20,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/save_15_off_purchase.jpg,-21,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/save_15_off_purchase.jpg,-7,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/save_15_off_purchase.jpg,-8,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/097B_EHT_FreeShipping_001.jpg,-3,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/097B_EHT_FreeShipping_001.jpg,-1,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/097B_EHT_FreeShipping_001.jpg,-5,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/097B_EHT_FreeShipping_001.jpg,-2,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/097B_EHT_FreeShipping_001.jpg,-4,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/097B_EHT_FreeShipping_001.jpg,-10,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/097B_EHT_FreeShipping_001.jpg,-6,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/097B_EHT_FreeShipping_001.jpg,-20,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/097B_EHT_FreeShipping_001.jpg,-21,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/097B_EHT_FreeShipping_001.jpg,-7,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/097B_EHT_FreeShipping_001.jpg,-8,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/052B_EBS_CozySweaters_002.jpg,-3,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/052B_EBS_CozySweaters_002.jpg,-1,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/052B_EBS_CozySweaters_002.jpg,-5,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/052B_EBS_CozySweaters_002.jpg,-2,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/052B_EBS_CozySweaters_002.jpg,-4,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/052B_EBS_CozySweaters_002.jpg,-10,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/052B_EBS_CozySweaters_002.jpg,-6,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/052B_EBS_CozySweaters_002.jpg,-20,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/052B_EBS_CozySweaters_002.jpg,-21,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/052B_EBS_CozySweaters_002.jpg,-7,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/052B_EBS_CozySweaters_002.jpg,-8,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/055B_EBS_Jeans_001.jpg,-3,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/055B_EBS_Jeans_001.jpg,-1,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/055B_EBS_Jeans_001.jpg,-5,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/055B_EBS_Jeans_001.jpg,-2,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/055B_EBS_Jeans_001.jpg,-4,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/055B_EBS_Jeans_001.jpg,-10,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/055B_EBS_Jeans_001.jpg,-6,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/055B_EBS_Jeans_001.jpg,-20,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/055B_EBS_Jeans_001.jpg,-21,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/055B_EBS_Jeans_001.jpg,-7,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/055B_EBS_Jeans_001.jpg,-8,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/053B_EBS_Tops_001.jpg,-3,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/053B_EBS_Tops_001.jpg,-1,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/053B_EBS_Tops_001.jpg,-5,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/053B_EBS_Tops_001.jpg,-2,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/053B_EBS_Tops_001.jpg,-4,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/053B_EBS_Tops_001.jpg,-10,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/053B_EBS_Tops_001.jpg,-6,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/053B_EBS_Tops_001.jpg,-20,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/053B_EBS_Tops_001.jpg,-21,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/053B_EBS_Tops_001.jpg,-7,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/053B_EBS_Tops_001.jpg,-8,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/056B_EBS_ShoeSale_001.jpg,-3,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/056B_EBS_ShoeSale_001.jpg,-1,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/056B_EBS_ShoeSale_001.jpg,-5,0
