MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,T 恤上衣,T 恤上衣,,-8,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,超暖毛衣,超暖毛衣,,-8,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,絲質領帶,絲質領帶,,-8,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,西裝,西裝,,-8,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,酷炫皮衣,酷炫皮衣,,-8,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,奢華喀什米爾羊毛,奢華喀什米爾羊毛,,-8,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,牛仔褲,牛仔褲,,-8,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,鞋子特賣,鞋子特賣,,-8,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,基本款 T 恤,基本款 T 恤,,-8,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,正式襯衫,正式襯衫,,-8,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,鞋子特賣,鞋子特賣,,-8,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,皮帶,皮帶,,-8,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,西裝,西裝,,-8,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,絲質領帶,絲質領帶,,-8,0
MenRow1_Content,MenRow1_Content,NOUSAGE,西裝,西裝,,-8,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,皮帶,皮帶,,-8,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,完美手提包,完美手提包,,-8,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,完美手提包,完美手提包,,-8,0
WHB_Atct_2,WHB_Atct_2,NOUSAGE,太陽眼鏡,太陽眼鏡,,-8,0
WPants_Atct_1,WPants_Atct_1,NOUSAGE,牛仔褲,牛仔褲,,-8,0
WPants_Atct_2,WPants_Atct_2,NOUSAGE,皮帶,皮帶,,-8,0
WSB_Atct_1,WSB_Atct_1,NOUSAGE,牛仔褲,牛仔褲,,-8,0
WSB_Atct_2,WSB_Atct_2,NOUSAGE,襯衫和短衫,襯衫和短衫,,-8,0
WSh_Atct_1,WSh_Atct_1,NOUSAGE,亮麗晚宴洋裝,亮麗晚宴洋裝,,-8,0
WSh_Atct_2,WSh_Atct_2,NOUSAGE,鞋子特賣,鞋子特賣,,-8,0
WSk_Atct_1,WSk_Atct_1,NOUSAGE,牛仔褲,牛仔褲,,-8,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,夏季清倉大拍賣,夏季清倉大拍賣,,-8,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,亮麗晚宴洋裝,亮麗晚宴洋裝 晚宴洋裝八五折,,-8,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,保暖毛衣,"保暖毛衣 第二件七五折",,-8,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Crystal Clear,Crystal Clear,,-8,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,配件節省,配件節省,,-8,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,Perfect Every Time,Perfect Every Time,,-8,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,廚房用具大優惠,廚房用具大優惠,,-8,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,棉毛巾,棉毛巾,,-8,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,浴室配件,浴室配件,,-8,0
Components_Atct_1,Components_Atct_1,NOUSAGE,自訂桌上型電腦,自訂桌上型電腦,,-8,0
Components_Atct_2,Components_Atct_2,NOUSAGE,自訂膝上型電腦,自訂膝上型電腦,,-8,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,自訂桌上型電腦,自訂桌上型電腦,,-8,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,印表機節省,印表機節省,,-8,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,乳酪,乳酪,,-8,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,鮮奶,鮮奶,,-8,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,桌上型電腦和膝上型電腦,桌上型電腦和膝上型電腦,,-8,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,開學前必備,開學前必備,,-8,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,移動電源,移動電源,,-8,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,五爪蘋果,五爪蘋果,,-8,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,大莓果,大莓果,,-8,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,寢室傢俱,寢室傢俱,,-8,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,燈光節省,燈光節省,,-8,0
FreeDelivery,FreeDelivery,NOUSAGE,免費運送,免費運送,,-8,0
AtlanticLobster,AtlanticLobster,NOUSAGE,大西洋龍蝦,大西洋龍蝦,,-8,0
CrispRomaine,CrispRomaine,NOUSAGE,羅馬生菜,羅馬生菜,,-8,0
FreeConsultation,FreeConsultation,NOUSAGE,免費諮詢,免費諮詢,,-8,0
NaturalVitamins,NaturalVitamins,NOUSAGE,天然維他命,天然維他命,,-8,0
AutomaticRefills,AutomaticRefills,NOUSAGE,自動裝填,自動裝填,,-8,0
LivingRoomSale,LivingRoomSale,NOUSAGE,客廳銷售,客廳銷售,,-8,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,Perfect Every Time,Perfect Every Time,,-8,0
SaveOnLighting,SaveOnLighting,NOUSAGE,燈光節省,燈光節省,,-8,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,不鏽鋼廚具,不鏽鋼廚具,,-8,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,廚房用具大優惠,廚房用具大優惠,,-8,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,自訂膝上型電腦,自訂膝上型電腦,,-8,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,配件節省,配件節省,,-8,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,燈光節省,燈光節省,,-8,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,更新客廳,更新客廳,,-8,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Photoritz 雜誌,Photoritz 雜誌,,-8,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,SocietyTime 雜誌,SocietyTime 雜誌,,-8,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,蜜汁燒,蜜汁燒,,-8,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,鮭魚生魚片,鮭魚生魚片,,-8,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,自動裝填,自動裝填,,-8,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,全部天然維他命,全部天然維他命,,-8,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,訂閱和節省,訂閱和節省,,-8,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,訂閱新聞信件,訂閱新聞信件,,-8,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Econo Sense 雜誌,Econo Sense 雜誌,,-8,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,訂閱新聞信件,訂閱新聞信件,,-8,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Delish 雜誌,Delish 雜誌,,-8,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,移動電源,移動電源,,-8,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,開學前必備,開學前必備,,-8,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,混搭,混搭,,-8,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,盤子混搭,盤子混搭,,-8,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,農場胡蘿蔔,農場胡蘿蔔,,-8,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,套裝什錦沙拉,套裝什錦沙拉,,-8,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,全部天然維他命,全部天然維他命,,-8,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,抗流感膠囊,抗流感膠囊,,-8,0
