AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
Desktops_Atct_2,Bei Druckern sparen,Bei Druckern sparen: 50% Rabatt beim Kauf eines Desktop-PCs,,-3,0
Dairy_Atct_1,Cremiger Camembert,Cremiger Camembert: $12 pro Stück nur diese Woche!,,-3,0
Dairy_Atct_2,Erfrischende Milch,Erfrischende Milch: $3.99 pro 2-Liter-Karton nur diese Woche,,-3,0
DesktopsAndLaptops,Desktops und Laptops,Desktops und Laptops: Konfigurieren Sie Ihren Wunschcomputer,,-3,0
GetReadyForSchool,Fertig für die Schule,Fertig für die Schule: 15% auf ausgewählte Laptops,,-3,0
PowerOnTheGo,Leistung auf Abruf,Leistung auf Abruf: 10% Rabatt auf Tablet-Computer,,-3,0
Fruits_Atct_1,Rot und köstlich,Rot und köstlich: $5 pro 5-Kg-Beutel nur diese Woche,,-3,0
Fruits_Atct_2,Köstliche Beeren,Köstliche Beeren: $3.99 pro Pack nur diese Woche,,-3,0
Furniture_Atct_1,Schlafzimmermöbel,15% auf Schlafzimmermöbel,,-3,0
Furniture_Atct_2,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen: 40% auf ausgewählte Tischleuchten,,-3,0
FreeDelivery,Gratisversand,Gratisversand: Gratisversand ab einem Bestellwert über $100,,-3,0
AtlanticLobster,Atlantik-Hummer,Atlantik-Hummer: $18.99 pro Kg nur diese Woche,,-3,0
CrispRomaine,Crisp Romaine,Crisp Romaine: $1.99 pro Kg nur diese Woche,,-3,0
FreeConsultation,Kostenlose Beratung,Kostenlose Beratung: Holen Sie sich Expertenrat bei jedem verschreibungspflichtigen Präparat,,-3,0
NaturalVitamins,Natürliche Vitamine,Natürliche Vitamine: 25% Rabatt bei allen organischen Produkten,,-3,0
AutomaticRefills,Automatische Nachfüllungen,Automatische Nachfüllungen: Melden Sie sich heute noch für automatische Nachfüllungen an!,,-3,0
LivingRoomSale,Wohnzimmer - Angebote,Wohnen mit Stil - Sparen Sie 15% bei Wohnzimmermöbeln,,-3,0
PerfectEveryTime,Jedesmal perfekt,Jedesmal perfekt: 15% Rabatt bei Kaffemaschinen,,-3,0
SaveOnLighting,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen: 40% auf ausgewählte Tischleuchten,,-3,0
Kitchenware_Atct_1,Edelstahlkochgeschirr,Edelstahlkochgeschirr: 20% auf Edelstahlkochgeschirr,,-3,0
Kitchenware_Atct_2,Küchengeräteaktion,Küchengeräteaktion: 15% auf große Küchengeräte,,-3,0
Laptops_Atct_1,Individuelle Laptops,Individuelle Laptops: Wählen Sie die Komponenten nach Ihren Wünschen,,-3,0
Laptops_Atct_2,Beim Zubehör sparen,Beim Zubehör sparen: 25% auf Computerzubehör,,-3,0
Lighting_Atct_1,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen: 40% auf ausgewählte Tischleuchten,,-3,0
Lighting_Atct_2,Neues für Ihr Wohnzimmer,Neues für Ihr Wohnzimmer: 15% auf Wohnzimmermöbel,,-3,0
Magazines_Atct_1,Photoritz-Magazin,Photoritz-Magazin: Sparen Sie 50% bei der Abonnementverlängerung,,-3,0
Magazines_Atct_2,SocietyTime-Magazin,SocietyTime-Magazin: Sparen Sie 25% bei einem Zweijahres-Abonnement,,-3,0
Meat_Atct_1,Gegrillt mit Honigkruste,Gegrillt mit Honigkruste: Putenbrust für $5.99 das Kg,,-3,0
Meat_Atct_2,Sashimi-Lachs,Sashimi-Lachs: $18.99 pro Kg nur diese Woche,,-3,0
Medicines_Atct_1,Automatische Nachfüllungen,Automatische Nachfüllungen: Melden Sie sich heute noch für automatische Nachfüllungen an!,,-3,0
Medicines_Atct_2,Natürliche Vitamine,Alle natürlichen Vitamine: 25% auf biologische Nahrungsergänzungspräparate,,-3,0
SubscribeAndSave,Abonnieren und sparen,Abonnement abschließen und 25% Discount für ein Abonnement von zwei oder mehr Magazinen,,-3,0
SubscribeToNewsletters,Newsletter abonnieren,Newsletter jetzt abonnieren,,-3,0
SubscribeToMagazines,Econo Sense-Magazin,Econo Sense-Magazin: Nur für kurze Zeit - bezahlen Sie für 1 Jahr und erhalten Sie ein Abonnement für 2 Jahre,,-3,0
Newsletters_Atct_1,Newsletter abonnieren,Abonnement abschließen und 25% Discount für ein Abonnement von 2 oder mehr Magazinen,,-3,0
Newsletters_Atct_2,Delish-Magazin,Delish-Magazin: 25% auf das erste Abonnementjahr,,-3,0
Tablets_Atct_1,Leistung auf Abruf,Leistung auf Abruf: 10% Rabatt auf Tablet-Computer,,-3,0
Tablets_Atct_2,Fertig für die Schule,Fertig für die Schule: 15% auf ausgewählte Laptops,,-3,0
Tableware_Atct_1,Mix und Match,"Mix und Match - 1 kaufen, 1 gratis",,-3,0
Tableware_Atct_2,Mix und Match - Teller,"Mix und Match - Teller: 1 kaufen, 1 gratis",,-3,0
Vegetables_Atct_1,Feldkarotten,Feldkarotten: $2 das Bündel nur in dieser Woche,,-3,0
Vegetables_Atct_2,Abgepackter Salatmix,Abgepackter Salatmix: $2.29 pro Pack nur diese Woche,,-3,0
Vitamins_Atct_1,Natürliche Vitamine,Alle natürlichen Vitamine: 25% auf biologische Nahrungsergänzungspräparate,,-3,0
Vitamins_Atct_2,Anti-Fieber Gelkapseln,Anti-Fieber Gelkapseln: Hilfe in Gelkapselform - $12.99 pro Flasche,,-3,0
