MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
WSB_Atct_2,WSB_Atct_2,NOUSAGE,Shirts und Blusen,Shirts und Blusen,,-3,0
WSh_Atct_1,WSh_Atct_1,NOUSAGE,Glanzvoller Abend,Glanzvoller Abend,,-3,0
WSh_Atct_2,WSh_Atct_2,NOUSAGE,Sonderangebote,Sonderangebote,,-3,0
WSk_Atct_1,WSk_Atct_1,NOUSAGE,Jeans,Jeans,,-3,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,Sommerschlussverkauf,Sommerschlussverkauf,,-3,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,Glanzvoller Abend,Glanzvoller Abend - 15% auf alle Abendkleider,,-3,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,Wohlfühlpullover,"Wohlfühlpullover - Einen kaufen und beim zweiten 25% sparen",,-3,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Kristallklar,Kristallklar,,-3,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,Beim Zubehör sparen,Beim Zubehör sparen,,-3,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,Jedesmal perfekt,Jedesmal perfekt,,-3,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,Küchengeräteaktion,Küchengeräteaktion,,-3,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,Baumwollhandtücher,Baumwollhandtücher,,-3,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,Badezimmer-Accessoires,Badezimmer-Accessoires,,-3,0
Components_Atct_1,Components_Atct_1,NOUSAGE,Individuelle Desktops,Individuelle Desktops,,-3,0
Components_Atct_2,Components_Atct_2,NOUSAGE,Individuelle Laptops,Individuelle Laptops,,-3,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,Individueller Desktop,Individueller Desktop,,-3,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,Bei Druckern sparen,Bei Druckern sparen,,-3,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,Cremiger Camembert,Cremiger Camembert,,-3,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,Erfrischende Milch,Erfrischende Milch,,-3,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,Desktops und Laptops,Desktops und Laptops,,-3,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,Fertig für die Schule,Fertig für die Schule,,-3,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,Leistung auf Abruf,Leistung auf Abruf,,-3,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,Rot und köstlich,Rot und köstlich,,-3,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,Köstliche Beeren,Köstliche Beeren,,-3,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,Schlafzimmermöbel,Schlafzimmermöbel,,-3,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen,,-3,0
FreeDelivery,FreeDelivery,NOUSAGE,Gratisversand,Gratisversand,,-3,0
AtlanticLobster,AtlanticLobster,NOUSAGE,Atlantik-Hummer,Atlantik-Hummer,,-3,0
CrispRomaine,CrispRomaine,NOUSAGE,Crisp Romaine,Crisp Romaine,,-3,0
FreeConsultation,FreeConsultation,NOUSAGE,Kostenlose Beratung,Kostenlose Beratung,,-3,0
NaturalVitamins,NaturalVitamins,NOUSAGE,Natürliche Vitamine,Natürliche Vitamine,,-3,0
AutomaticRefills,AutomaticRefills,NOUSAGE,Automatische Nachfüllungen,Automatische Nachfüllungen,,-3,0
LivingRoomSale,LivingRoomSale,NOUSAGE,Wohnzimmer - Angebote,Wohnzimmer - Angebote,,-3,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,Jedesmal perfekt,Jedesmal perfekt,,-3,0
SaveOnLighting,SaveOnLighting,NOUSAGE,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen,,-3,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,Edelstahlkochgeschirr,Edelstahlkochgeschirr,,-3,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,Küchengeräteaktion,Küchengeräteaktion,,-3,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,Individuelle Laptops,Individuelle Laptops,,-3,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,Beim Zubehör sparen,Beim Zubehör sparen,,-3,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen,,-3,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,Neues für Ihr Wohnzimmer,Neues für Ihr Wohnzimmer,,-3,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Photoritz-Magazin,Photoritz-Magazin,,-3,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,SocietyTime-Magazin,SocietyTime-Magazin,,-3,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,Gegrillt mit Honigkruste,Gegrillt mit Honigkruste,,-3,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,Sashimi-Lachs,Sashimi-Lachs,,-3,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,Automatische Nachfüllungen,Automatische Nachfüllungen,,-3,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,Natürliche Vitamine,Natürliche Vitamine,,-3,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,Abonnieren und sparen,Abonnieren und sparen,,-3,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,Newsletter abonnieren,Newsletter abonnieren,,-3,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Econo Sense-Magazin,Econo Sense-Magazin,,-3,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Newsletter abonnieren,Newsletter abonnieren,,-3,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Delish-Magazin,Delish-Magazin,,-3,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,Leistung auf Abruf,Leistung auf Abruf,,-3,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,Fertig für die Schule,Fertig für die Schule,,-3,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Mix und Match,Mix und Match,,-3,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Mix und Match - Teller,Mix und Match - Teller,,-3,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,Feldkarotten,Feldkarotten,,-3,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,Abgepackter Salatmix,Abgepackter Salatmix,,-3,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,Natürliche Vitamine,Natürliche Vitamine,,-3,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Anti-Fieber Gelkapseln,Anti-Fieber Gelkapseln,,-3,0
