MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
WSk_Atct_1,WSk_Atct_1,NOUSAGE,Джинсы,Джинсы,,-20,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,Летняя распродажа,Летняя распродажа,,-20,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,Вечерний блеск,Вечерний блеск: скидка 15% на все женские вечерние платья,,-20,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,Уютные свитеры,"Уютные свитеры: при покупке одного - второй со скидкой 25%",,-20,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Кристально прозрачный,Кристально прозрачный,,-20,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,Сэкономьте на аксессуарах,Сэкономьте на аксессуарах,,-20,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,Неизменное совершенство,Неизменное совершенство,,-20,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,Экономьте на крупных кухонных аксессуарах,Экономьте на крупных кухонных аксессуарах,,-20,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,Хлопковые полотенца,Хлопковые полотенца,,-20,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,Аксессуары для ванной комнаты,Аксессуары для ванной комнаты,,-20,0
Components_Atct_1,Components_Atct_1,NOUSAGE,Настраиваемые настольные компьютеры,Настраиваемые настольные компьютеры,,-20,0
Components_Atct_2,Components_Atct_2,NOUSAGE,Настраиваемые портативные компьютеры,Настраиваемые портативные компьютеры,,-20,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,Настраиваемый персональный компьютер,Настраиваемый персональный компьютер,,-20,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,Сэкономьте на принтерах,Сэкономьте на принтерах,,-20,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,Сливочный камамбер,Сливочный камамбер,,-20,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,"Молоко, придающее силы","Молоко, придающее силы",,-20,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,Настольные и портативные компьютеры,Настольные и портативные компьютеры,,-20,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,Подготовьтесь к школе,Подготовьтесь к школе,,-20,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,"Возможности, которые всегда с вами","Возможности, которые всегда с вами",,-20,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,Яблоки Red Delicious,Яблоки Red Delicious,,-20,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,Щедрые ягоды,Щедрые ягоды,,-20,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,Мебель для спальни,Мебель для спальни,,-20,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,Экономьте на осветительных приборах,Экономьте на осветительных приборах,,-20,0
FreeDelivery,FreeDelivery,NOUSAGE,Бесплатная доставка,Бесплатная доставка,,-20,0
AtlanticLobster,AtlanticLobster,NOUSAGE,Атлантический омар,Атлантический омар,,-20,0
CrispRomaine,CrispRomaine,NOUSAGE,Свежий салат Ромэн,Свежий салат Ромэн,,-20,0
FreeConsultation,FreeConsultation,NOUSAGE,Бесплатная консультация,Бесплатная консультация,,-20,0
NaturalVitamins,NaturalVitamins,NOUSAGE,Природные витамины,Природные витамины,,-20,0
AutomaticRefills,AutomaticRefills,NOUSAGE,Автоматическое пополнение,Автоматическое пополнение,,-20,0
LivingRoomSale,LivingRoomSale,NOUSAGE,Распродажа гостиных комнат,Распродажа гостиных комнат,,-20,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,Неизменное совершенство,Неизменное совершенство,,-20,0
SaveOnLighting,SaveOnLighting,NOUSAGE,Экономьте на осветительных приборах,Экономьте на осветительных приборах,,-20,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,Кухонные принадлежности из нержавеющей стали,Кухонные принадлежности из нержавеющей стали,,-20,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,Экономьте на крупных кухонных аксессуарах,Экономьте на крупных кухонных аксессуарах,,-20,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,Настраиваемые портативные компьютеры,Настраиваемые портативные компьютеры,,-20,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,Сэкономьте на аксессуарах,Сэкономьте на аксессуарах,,-20,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,Экономьте на осветительных приборах,Экономьте на осветительных приборах,,-20,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,Измените свою гостиную,Измените свою гостиную,,-20,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Журнал Photoritz,Журнал Photoritz,,-20,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,Журнал SocietyTime,Журнал SocietyTime,,-20,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,Куры гриль в медовой глазури,Куры гриль в медовой глазури,,-20,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,Сашими с лососем,Сашими с лососем,,-20,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,Автоматическое пополнение,Автоматическое пополнение,,-20,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,Все природные витамины,Все природные витамины,,-20,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,Подпишись и сэкономь,Подпишись и сэкономь,,-20,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,Подпишитесь на новостные рассылки,Подпишитесь на новостные рассылки,,-20,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Журнал Econo Sense,Журнал Econo Sense,,-20,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Подпишитесь на новостные рассылки,Подпишитесь на новостные рассылки,,-20,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Журнал Delish,Журнал Delish,,-20,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,"Возможности, которые всегда с вами","Возможности, которые всегда с вами",,-20,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,Подготовьтесь к школе,Подготовьтесь к школе,,-20,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Свободное комплектование,Свободное комплектование,,-20,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Свободное комплектование - тарелки,Свободное комплектование - тарелки,,-20,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,Морковь с грядки,Морковь с грядки,,-20,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,Фасованная смесь для салата,Фасованная смесь для салата,,-20,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,Все природные витамины,Все природные витамины,,-20,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Желатиновые капсулы от простуды,Желатиновые капсулы от простуды,,-20,0
