AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
MenAcc_Atct_1,Cravată de mătase,Reducere la cravate de mătase 50% reducere cu achiziţionarea costumului,,-21,0
MenAcc_Atct_2,Costume,Reducere 20%S la costume pentru bărbaţi ,,-21,0
MenJackets_Atct_1,Articole din piele cool,Articole din piele cool Reducere 20% la jachete din piele pentru bărbaţi ,,-21,0
MenJackets_Atct_2,Articole de lux din caşmir ,Articole de lux din caşmir Reducere 15% la haine pentru bărbaţi din stofe cu caşmir în amestec ,,-21,0
MenPants_Atct_1,Blugi,Blugi confortabili Reducere 15% la blugi lejeri pentru bărbaţi,,-21,0
MenPants_Atct_2,Reduceri la pantofi,"Reduceri la pantofi bărbăteşti Cumperi 2 perechi, o primeşti pe a 3-a gratis ",,-21,0
MenShirts_Atct_1,Cămăşi normale,"Reducere la cămăşi normale Cumperi 2, o primeşti pe a 3-a gratis",,-21,0
MenShirts_Atct_2,Cămaşă pentru costum,Reduceri 15% la cămăşi bărbăteşti pentru costum ,,-21,0
MenShoes_Atct_1,Reduceri la pantofi,"Reduceri la pantofi bărbăteşti Cumperi 2 perechi, o primeşti pe a 3-a gratis ",,-21,0
MenShoes_Atct_2,Curele de piele,Curele de piele 20% reducere la întreaga colecţie,,-21,0
MenSuits_Atct_1,Costume,Reducere 20% la costume pentru bărbaţi ,,-21,0
MenSuits_Atct_2,Cravată de mătase,Reducere la cravate de mătase 50% reducere la achiziţionarea costumului,,-21,0
MenRow1_Content,Costume,Reducere 20%S la costume pentru bărbaţi ,,-21,0
WAcc_Atct_1,Curele de piele,Curele de piele 20% reducere la întreaga colecţie,,-21,0
WAcc_Atct_2,Geanta de mână perfectă,Geanta perfectă 25% reducere la stilurile dumneavoastră preferate,,-21,0
WHB_Atct_1,Geanta de mână perfectă,Geantă de mâncă de vis 25% reducere la geanta de mână perfectă,,-21,0
WHB_Atct_2,Ochelari de soare,Ochelari de soare de designer 35% reducere la cele mai tari stiluri ale sezonului,,-21,0
WPants_Atct_1,Blugi,Blugi clasici 20% reducere la perechea dumneavoastră preferată,,-21,0
WPants_Atct_2,Curele de piele,Curele de piele 20% reducere la întreaga colecţie,,-21,0
WSB_Atct_1,Blugi,Blugi clasici 20% reducere la perechea dumneavoastră preferată,,-21,0
WSB_Atct_2,Cămăşi şi bluze,Cămăşi & Bluze Reducere 25% la întreaga colecţie ,,-21,0
WSh_Atct_1,Îmbrăcăminte strălucitoare de seară,Îmbrăcăminte strălucitoare de seară Reducere 15% la rochiile de seară pentru femei ,,-21,0
WSh_Atct_2,Reduceri la pantofi,"Reducere la pantofi pentru femei Cumperi 2 perechi, o primeşti pe a 3-a gratis",,-21,0
WSk_Atct_1,Blugi,Blugi clasici 20% reducere la perechea dumneavoastră preferată,,-21,0
WSk_Atct_2,Lichidare de stoc articole de vară,Lichidare de stoc articole de vară Reducere 50% la fuste şi rochii de vară  ,,-21,0
WSw_Atct_1,Îmbrăcăminte strălucitoare de seară,Îmbrăcăminte strălucitoare de seară,,-21,0
WSw_Atct_2,Pulovere confortabile,Pulovere confortabile,,-21,0
Accessories_Atct_1,Crystal Clear,Imagine cristal - 15% reducere la monitoare externe,,-21,0
Accessories_Atct_2,Economisiţi la accesorii,Economisiţi la accesorii - 25% reducere la accesoriile pentru computer,,-21,0
Appliances_Atct_1,Perfect în orice moment,Perfect în orice moment - 15% reducere la aparatele pentru specialităţi de cafea,,-21,0
Appliances_Atct_2,Economii mari la bucătărie,Economii mari la bucătărie - 15% reducere la aparatura mare de bucătărie,,-21,0
BathAcc_Atct_1,Prosoape de bumbac,"Cumăraţi 2 prosoape de bumbac şi îl primiţi pe al treilea pe gratis.",,-21,0
BathAcc_Atct_2,Accesorii baie,50% reducere al accesoriile pentru baie,,-21,0
Components_Atct_1,Desktop-uri personalizate,Desktop-uri personalizate - Proiectaţi-vă sistemul de vis,,-21,0
Components_Atct_2,Laptop-uri personalizate,Laptop-uri personalizate - Selectaţi componentele care vă satisfac necesităţile,,-21,0
Desktops_Atct_1,Desktop personalizat,Desktop-uri personalizate - Proiectaţi-vă sistemul de vis,,-21,0
Desktops_Atct_2,Economisiţi la imprimante,Economisiţi la imprimante - 50% reducere la orice cumpărare a unui desktop,,-21,0
Dairy_Atct_1,Camembert cremos,"Camembert cremos - 12$ fiecare, doar în această săptămână",,-21,0
Dairy_Atct_2,Lapte răcoritor,"Lapte răcoritor - 3,99$ pentru cutioa de carton de 2L, doar această săptămână",,-21,0
DesktopsAndLaptops,Desktop-uri şi laptop-uri,Desktop-uri şi laptop-uri personalizate - Proiectaţi-vă maşina de vis,,-21,0
GetReadyForSchool,Fiţi gata pentru şcoală,Fiţi gata pentru şcoală - Obţineţi 15% reducere la laptop-urile selectate,,-21,0
PowerOnTheGo,Power On The Go,Power On The Go - Obţineţi 10% reducere la tabletele selectate,,-21,0
Fruits_Atct_1,Roşu şi delicios,"Roşu şi delicios - 5$ reducere la punga de 5kg, doar această săptămână",,-21,0
Fruits_Atct_2,Fructe de pădure savuroase,"Fructe de pădure savuroase - 3,99$ pe pachet, doar această săptămână",,-21,0
Furniture_Atct_1,Mobilă de dormitor,15% reducere la mobila de dormitor,,-21,0
Furniture_Atct_2,Economisiţi la lămpi,Economisiţi la lămpi - 40% reducere la lămpile de masă selectate,,-21,0
FreeDelivery,Livrare gratuită,Livrare gratuită - Obţineţi livrare gratuită când cheltuiţi peste 100$,,-21,0
AtlanticLobster,Homar de Atlantic,"Homar de Atlantic - 18,99$ per kg, doar această săptămână",,-21,0
CrispRomaine,Lăptucă creaţă,"Lăptucă creaţă - 1,99$ per kg, doar această săptămână",,-21,0
FreeConsultation,Consultaţie gratis,Consultaţie gratis - Obţineţi sfaturi avizate pentru fiecare ridicare de reţetă,,-21,0
NaturalVitamins,Vitamine naturale,Vitamine naturale - 25% reducere al toate suplimentele organice,,-21,0
AutomaticRefills,Reumpleri automate,Reumpleri automate - Înscrieţi-vă pentru reumplere automată astăzi!,,-21,0
LivingRoomSale,Solduri la canapele,Solduri la canapele - Econiomisiţi 15% la mobila pentru camera de zi,,-21,0
PerfectEveryTime,Perfect în orice moment,Perfect în orice moment - 15% reducere la aparatele pentru specialităţi de cafea,,-21,0
SaveOnLighting,Economisiţi la lămpi,Economisiţi la lămpi - 40% reducere la lămpile de masă selectate,,-21,0
Kitchenware_Atct_1,Vase inox,Vase inox - 20% reducere la vasele din oţel inoxidabil,,-21,0
Kitchenware_Atct_2,Economii mari la bucătărie,Economii mari la bucătărie - 15% reducere la aparatura mare de bucătărie,,-21,0
Laptops_Atct_1,Laptop-uri personalizate,Laptop-uri personalizate - Selectaţi componentele care vă satisfac necesităţile,,-21,0
Laptops_Atct_2,Economisiţi la accesorii,Economisiţi la accesorii - 25% reducere la accesoriile pentru computer,,-21,0
Lighting_Atct_1,Economisiţi la lămpi,Economisiţi la lămpi - 40% reducere la lămpile de masă selectate,,-21,0
Lighting_Atct_2,Modernizaţi-vă camera de zi,Modernizaţi-vă camera de zi - reducere 15% la mobila de living,,-21,0
Magazines_Atct_1,Revista Photoritz,Revista Photoritz - Economisiţi 50% la reînnoirea abonamentului,,-21,0
Magazines_Atct_2,Revista SocietyTime,Revista SocietyTime - Economisiţi 25% la abonamente pe 2 ani,,-21,0
Meat_Atct_1,La grătar glazurat cu miere,"Piept de pui la grătar glazurat cu miere 5,99$ per kg",,-21,0
Meat_Atct_2,Somon Sashimi,"Somon Sashimi - 18,99$ per kg, doar această săptămână",,-21,0
Medicines_Atct_1,Reumpleri automate,Reumpleri automate - Înscrieţi-vă pentru reumplere automată astăzi!,,-21,0
Medicines_Atct_2,Toate vitaminele naturale,Toate vitaminele naturale - reducere 25% la suplimentele de dietă organice,,-21,0
SubscribeAndSave,Abonaţi-vă şi economisiţi,Abonaţi-vă şi economisiţi - Primiţi o reducere de 25% atunci când vă abonaţi la două sau mai multe reviste,,-21,0
SubscribeToNewsletters,Abonaţi-vă laq articole de ştiri,Abonaţi-vă la articole de ştiri - Abonaţi-vă acum,,-21,0
SubscribeToMagazines,Revista Econo Sense,"Revista Econo Sens - Pentru o perioadă limitată de timp, plătiţi pentru 1 an şi primiţi 2",,-21,0
Newsletters_Atct_1,Abonaţi-vă la articole de ştiri,Abonaţi-vă şi economisiţi - Primiţi o reducere de 25% atunci când vă abonaţi la două sau mai multe reviste,,-21,0
Newsletters_Atct_2,Revista Delish,Revista Delish - Economisiţi 25% în primul an de abonament,,-21,0
Tablets_Atct_1,Power on the Go,Power On The Go - Obţineţi 10% reducere la computerele tabletă,,-21,0
Tablets_Atct_2,Fiţi gata pentru şcoală,Fiţi gata pentru şcoală - Obţineţi 15% reducere la laptop-urile selectate,,-21,0
Tableware_Atct_1,"Diferit, dar asortat","Diferit, dar asortat, cumpăraţi 1 pahar cu picior, obţineţi 1 gratis",,-21,0
Tableware_Atct_2,"Farfurii diferite, dar asortate","Farfurii diferite, dar asortate - Cumăraţi una şi obţineţi una gratis",,-21,0
Vegetables_Atct_1,Morcovi de câmp,"Morcovi de câmp - 2$ o legătură, doar această săptămână",,-21,0
Vegetables_Atct_2,Amestec de salată la pachet,"Amestec de salată la pachet - 2,29$ per pachet, doar această săptămână",,-21,0
Vitamins_Atct_1,Toate vitaminele naturale,Toate vitaminele naturale - reducere 25% la suplimentele de dietă organice,,-21,0
Vitamins_Atct_2,Capsule cu gel pentru gripă,"Capsule gelatinoase pentru gripă - Obţineţi ajutor sub formă de capsule cu gel, 12.99$ sticla",,-21,0
