MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
WSh_Atct_2,WSh_Atct_2,NOUSAGE,Soldes sur les chaussures,Soldes sur les chaussures,,-2,0
WSk_Atct_1,WSk_Atct_1,NOUSAGE,Jeans,Jeans,,-2,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,Soldes d'été,Soldes d'été,,-2,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,Reine d'un soir,"Reine d'un soir, moins 15 % sur les robes de soirée",,-2,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,Pulls tout doux,"Pulls tout doux, pour l'achat d'un pull, moins 25 % sur le deuxième",,-2,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Crystal Clear,Crystal Clear,,-2,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,Faites des économies sur les accessoires,Faites des économies sur les accessoires,,-2,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,La perfection à chaque fois,La perfection à chaque fois,,-2,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,Réductions sur le gros électroménager de cuisine,Réductions sur le gros électroménager de cuisine,,-2,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,Serviettes en coton,Serviettes en coton,,-2,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,Accessoires de salle de bain,Accessoires de salle de bain,,-2,0
Components_Atct_1,Components_Atct_1,NOUSAGE,Bureaux personnalisés,Bureaux personnalisés,,-2,0
Components_Atct_2,Components_Atct_2,NOUSAGE,Ordinateurs portables personnalisés,Ordinateurs portables personnalisés,,-2,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,Bureau personnalisé,Bureau personnalisé,,-2,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,Faites des économies sur les imprimantes,Faites des économies sur les imprimantes,,-2,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,Camembert crémeux,Camembert crémeux,,-2,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,Lait frais,Lait frais,,-2,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,Bureaux et ordinateurs portables,Bureaux et ordinateurs portables,,-2,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,Prêt pour l'école,Prêt pour l'école,,-2,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,Puissance nomade,Puissance nomade,,-2,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,Pommes Red Delicious,Pommes Red Delicious,,-2,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,Mûres généreuses,Mûres généreuses,,-2,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,Meubles de chambre à coucher,Meubles de chambre à coucher,,-2,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,Faites des économies sur l'éclairage,Faites des économies sur l'éclairage,,-2,0
FreeDelivery,FreeDelivery,NOUSAGE,Livraison gratuite,Livraison gratuite,,-2,0
AtlanticLobster,AtlanticLobster,NOUSAGE,Homard de l'Atlantique,Homard de l'Atlantique,,-2,0
CrispRomaine,CrispRomaine,NOUSAGE,Romaine croquante,Romaine croquante,,-2,0
FreeConsultation,FreeConsultation,NOUSAGE,Consultation gratuite,Consultation gratuite,,-2,0
NaturalVitamins,NaturalVitamins,NOUSAGE,Vitamines naturelles,Vitamines naturelles,,-2,0
AutomaticRefills,AutomaticRefills,NOUSAGE,Renouvellements automatiques,Renouvellements automatiques,,-2,0
LivingRoomSale,LivingRoomSale,NOUSAGE,Soldes sur les salons,Soldes sur les salons,,-2,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,La perfection à chaque fois,La perfection à chaque fois,,-2,0
SaveOnLighting,SaveOnLighting,NOUSAGE,Faites des économies sur l'éclairage,Faites des économies sur l'éclairage,,-2,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,Batterie de cuisine inox,Batterie de cuisine inox,,-2,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,Réductions sur le gros électroménager de cuisine,Réductions sur le gros électroménager de cuisine,,-2,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,Ordinateurs portables personnalisés,Ordinateurs portables personnalisés,,-2,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,Faites des économies sur les accessoires,Faites des économies sur les accessoires,,-2,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,Faites des économies sur l'éclairage,Faites des économies sur l'éclairage,,-2,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,Renouvelez vos meubles de salon,Renouvelez vos meubles de salon,,-2,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Magazine Photoritz,Magazine Photoritz,,-2,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,Magazine SocietyTime,Magazine SocietyTime,,-2,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,Grillé et doré comme le miel,Grillé et doré comme le miel,,-2,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,Saumon Sashimi,Saumon Sashimi,,-2,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,Renouvellements automatiques,Renouvellements automatiques,,-2,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,Toutes les vitamines naturelles,Toutes les vitamines naturelles,,-2,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,Abonnez-vous et économisez,Abonnez-vous et économisez,,-2,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,Abonnez-vous aux NewsLetters,Abonnez-vous aux NewsLetters,,-2,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Magazine Econo Sense,Magazine Econo Sense,,-2,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Abonnez-vous aux Newsletters,Abonnez-vous aux Newsletters,,-2,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Magazine Delish,Magazine Delish,,-2,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,Puissance nomade,Puissance nomade,,-2,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,Prêt pour l'école,Prêt pour l'école,,-2,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Combinez nos articles,Combinez nos articles,,-2,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Combinez nos assiettes,Combinez nos assiettes,,-2,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,Carottes plein champ,Carottes plein champ,,-2,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,Sachet de mesclun,Sachet de mesclun,,-2,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,Toutes les vitamines naturelles,Toutes les vitamines naturelles,,-2,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Gélules contre le rhume,Gélules contre le rhume,,-2,0
