MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,すべての Natural Vitamins,すべての Natural Vitamins,,-10,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,予約購読をして節約,予約購読をして節約,,-10,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,NewsLetters のサブスクライブ,NewsLetters のサブスクライブ,,-10,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Econo Sense Magazine,Econo Sense Magazine,,-10,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Newsletters のサブスクライブ,Newsletters のサブスクライブ,,-10,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Delish Magazine,Delish Magazine,,-10,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,Power on the Go,Power on the Go,,-10,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,学校への準備,学校への準備,,-10,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Mix and Match,Mix and Match,,-10,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Mix and Match 皿,Mix and Match 皿,,-10,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,畑のニンジン,畑のニンジン,,-10,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,パッケージされたサラダ・ミックス,パッケージされたサラダ・ミックス,,-10,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,すべての Natural Vitamins,すべての Natural Vitamins,,-10,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Flu Fighting Gel Caps,Flu Fighting Gel Caps,,-10,0
