AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
MenPants_Atct_1,Confortáveis,Jeans confortáveis 15% de desconto em jeans masculinos para o dia a dia,,-6,0
MenPants_Atct_2,Venda de Sapatos,"Promoção de sapatos masculinos Compre 2 pares e ganhe o terceiro",,-6,0
MenShirts_Atct_1,Camisetas Básicas,"Venda de Camisetas Básicas Compre 2, ganhe a terceira grátis",,-6,0
MenShirts_Atct_2,Camisa Social,Promoção de camisas sociais 15% de desconto em camisas sociais masculinas,,-6,0
MenShoes_Atct_1,Venda de Sapatos,"Promoção de sapatos masculinos Compre 2 pares e ganhe o terceiro",,-6,0
MenShoes_Atct_2,Cintos de Couro,Cintos de Couro 20% de desconto em toda a nossa coleção,,-6,0
MenSuits_Atct_1,Terno,Promoção de ternos 20% de desconto em ternos masculinos,,-6,0
MenSuits_Atct_2,Gravata de Seda,Venda de Gravatas de Seda 50% de desconto com a compra de um terno,,-6,0
MenRow1_Content,Terno,Ternos 20% de desconto em ternos masculinos,,-6,0
WAcc_Atct_1,Cintos de Couro,Cintos de Couro 20% de desconto em toda a nossa coleção,,-6,0
WAcc_Atct_2,Bolsa de Mão Perfeita,Bolsa de Mão Perfeita 25% de desconto em seus estilos favoritos,,-6,0
WHB_Atct_1,Bolsa de Mão Perfeita,Bolsa Celestial 25% de desconto na bolsa de mão perfeita,,-6,0
WHB_Atct_2,Óculos de Sol,Óculos de sol de várias marcas 35% de desconto nos estilos mais procurados da estação,,-6,0
WPants_Atct_1,Confortáveis,Jeans Clássicos 20% de desconto em seu par favorito,,-6,0
WPants_Atct_2,Cintos de Couro,Cintos de Couro 20% de desconto em toda a nossa coleção,,-6,0
WSB_Atct_1,Confortáveis,Jeans Clássicos 20% de desconto em seu par favorito,,-6,0
WSB_Atct_2,Camisas e Blouses,Camisas e blusas 25% de desconto em toda a nossa coleção,,-6,0
WSh_Atct_1,Brilho na Noite,Brilho noturno 15% de desconto em vestidos de noite femininos,,-6,0
WSh_Atct_2,Venda de Sapatos,"Promoção de sapatos femininos Compre 2 pares e ganhe o terceiro",,-6,0
WSk_Atct_1,Confortáveis,Jeans Clássicos 20% de desconto em seu par favorito,,-6,0
WSk_Atct_2,Liquidação de Verão,Liquidação de verão 50% de desconto em  saias e vestidos de verão femininos ,,-6,0
WSw_Atct_1,Brilho na Noite,Brilho na Noite,,-6,0
WSw_Atct_2,Suéteres Confortáveis,Suéteres Confortáveis,,-6,0
Accessories_Atct_1,Transparência de Cristal,Transparência de Cristal 15% de desconto em monitores externos,,-6,0
Accessories_Atct_2,Economize em Acessórios,Economize em Acessórios 25% de desconto em acessórios de computador,,-6,0
Appliances_Atct_1,Perfeitas Todas as Vezes,Perfeitas Todas as Vezes 15% de desconto em cafeteiras especiais,,-6,0
Appliances_Atct_2,Grandes Economias na Cozinha,Grandes Economias na Cozinha 15% de desconto em eletrodomésticos de grande porte para cozinha,,-6,0
BathAcc_Atct_1,Toalhas de Algodão,"Toalhas de Algodão Compre duas, ganhe a terceira grátis",,-6,0
BathAcc_Atct_2,Acessórios de Banheiro,50% de desconto em acessórios de banheiro,,-6,0
Components_Atct_1,Desktops Personalizados,Desktops Personalizados Projete o sistema dos seus sonhos,,-6,0
Components_Atct_2,Laptops Personalizados,Laptops Personalizados Selecione os componentes adequados para suas necessidades,,-6,0
Desktops_Atct_1,Desktop Personalizado,Desktops Personalizados Projete o sistema dos seus sonhos,,-6,0
Desktops_Atct_2,Economize em Impressoras,Economize em Impressoras 50% de desconto com a compra de qualquer desktop,,-6,0
Dairy_Atct_1,Camembert Cremoso,"Camembert Cremoso $12 cada, somente esta semana",,-6,0
Dairy_Atct_2,Leite Refrescante,"Leite Refrescante $3,99 por caixa de 2 l somente esta semana",,-6,0
DesktopsAndLaptops,Desktops e Laptops,Desktops de laptops personalizados Configure a máquina dos seus sonhos,,-6,0
GetReadyForSchool,Prepare-se para a Escola,Prepare-se para a escola 15% de desconto em laptops selecionados,,-6,0
PowerOnTheGo,Energia em Movimento,Energia em movimento Obtenha 10% de desconto em tablets selecionados,,-6,0
Fruits_Atct_1,Vermelhas e Deliciosas,Vermelhas e Deliciosas $5 por um pacote de 5 kg somente esta semana,,-6,0
Fruits_Atct_2,Abundantes Frutas Vermelhas,"Abundantes Frutas Vermelhas $3,99 por pacote somente esta semana",,-6,0
Furniture_Atct_1,Móveis para Quartos,15% de desconto em Móveis para Quartos,,-6,0
Furniture_Atct_2,Economize em Iluminação,Economize em Iluminação 40% de desconto em luminárias de mesa selecionadas,,-6,0
FreeDelivery,Entrega Grátis,Entrega Grátis Obtenha entrega grátis em compras acima de $100,,-6,0
AtlanticLobster,Lagosta do Atlântico,"Lagosta do Atlântico $18,99 por kg somente esta semana",,-6,0
CrispRomaine,Alface Romaine Crocante,"Alface Romaine Crocante $1,99 por kg somente esta semana",,-6,0
FreeConsultation,Consulta Gratuita,Consulta Gratuita Obtenha conselhos de especialistas com cada receita retirada,,-6,0
NaturalVitamins,Vitaminas Naturais,Vitaminas Naturais 25% de desconto em todos os suplementos orgânicos,,-6,0
AutomaticRefills,Refis Automáticos,Refis Automáticos Inscreva-se hoje para refis automáticos,,-6,0
LivingRoomSale,Venda de Sala de Estar,Venda de Sala de Estar Economize 15% em móveis para sala de estar,,-6,0
PerfectEveryTime,Perfeitas Todas as Vezes,Perfeitas Todas as Vezes 15% de desconto em cafeteiras especiais,,-6,0
SaveOnLighting,Economize em Iluminação,Economize em Iluminação 40% de desconto em luminárias de mesa selecionadas,,-6,0
Kitchenware_Atct_1,Panelas de Inox,Panelas de Inox 20% de desconto em panelas de aço inoxidável,,-6,0
Kitchenware_Atct_2,Grandes Economias na Cozinha,Grandes Economias na Cozinha 15% de desconto em eletrodomésticos de grande porte para cozinha,,-6,0
Laptops_Atct_1,Laptops Personalizados,Laptops Personalizados Selecione os componentes adequados para suas necessidades,,-6,0
Laptops_Atct_2,Economize em Acessórios,Economize em Acessórios 25% de desconto em acessórios de computador,,-6,0
Lighting_Atct_1,Economize em Iluminação,Economize em Iluminação 40% de desconto em luminárias de mesa selecionadas,,-6,0
Lighting_Atct_2,Atualize sua Sala de Estar,Atualize sua Sala de Estar 15% de desconto em mobília para sala de estar,,-6,0
Magazines_Atct_1,Revista Photoritz,Revista Photoritz Economize 50% na renovação de sua assinatura,,-6,0
Magazines_Atct_2,Revista SocietyTime,Revista SocietyTime Economize 25% em assinaturas de dois anos,,-6,0
Meat_Atct_1,Grelhado Caramelizado com Mel,"Peito de frango grelhado caramelizado com mel $5,99 por kg",,-6,0
Meat_Atct_2,Salmão para Sashimi,"Salmão para Sashimi $18,99 por kg somente esta semana",,-6,0
Medicines_Atct_1,Refis Automáticos,Refis Automáticos Inscreva-se hoje para refis automáticos,,-6,0
Medicines_Atct_2,Todas as Vitaminas Naturais,Todas as Vitaminas Naturais 25% de desconto em complementos de dieta orgânicos,,-6,0
SubscribeAndSave,Assine e Economize,Assine e Economize Obtenha 25% de desconto ao assinar duas ou mais revistas,,-6,0
SubscribeToNewsletters,Assine os Newsletters,Assine os NewsLetters Assine agora,,-6,0
SubscribeToMagazines,Revista Econo Sense,"Revista Econo Sense Por tempo limitado, pague por um ano e receba por dois anos",,-6,0
Newsletters_Atct_1,Assine os Newsletters,Assine e Economize Ganhe 25% de desconto ao assinar duas ou mais revistas,,-6,0
Newsletters_Atct_2,Revista Delish,Revista Delish Economize 25% no primeiro ano da assinatura,,-6,0
Tablets_Atct_1,Energia em Movimento,Energia em Movimento 10% de desconto em computadores tablet,,-6,0
Tablets_Atct_2,Prepare-se para a Escola,Prepare-se para a Escola 15% de desconto em laptops selecionados,,-6,0
Tableware_Atct_1,Combinações,"Combinações de Talheres Compre 1, ganhe 1 grátis",,-6,0
Tableware_Atct_2,Combinações de Pratos,"Combinações de Pratos Compre 1, ganhe 1 grátis",,-6,0
Vegetables_Atct_1,Cenouras do Campo,Cenouras do Campo $2 por maço somente esta semana,,-6,0
Vegetables_Atct_2,Mistura de Salada em Pacote,"Mistura de Salada em Pacote $2,29 por pacote somente esta semana",,-6,0
Vitamins_Atct_1,Todas as Vitaminas Naturais,Todas as Vitaminas Naturais 25% de desconto em complementos de dieta orgânicos,,-6,0
Vitamins_Atct_2,Cápsulas de Gel de Combate à Gripe,"Cápsulas de Gel de Combate à Gripe obtenha alívio em formato de cápsulas de gel $12,99 por frasco",,-6,0
