MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Camisetas Tops,Camisetas Tops,,-6,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Suéteres Quentes,Suéteres Quentes,,-6,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Gravata de Seda,Gravata de Seda,,-6,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Terno,Terno,,-6,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Couro Moderno,Couro Moderno,,-6,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Caxemira Luxuosa,Caxemira Luxuosa,,-6,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Confortáveis,Confortáveis,,-6,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Venda de Sapatos,Venda de Sapatos,,-6,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Camisetas Básicas,Camisetas Básicas,,-6,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Camisa Social,Camisa Social,,-6,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Venda de Sapatos,Venda de Sapatos,,-6,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Cintos de Couro,Cintos de Couro,,-6,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Terno,Terno,,-6,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Gravata de Seda,Gravata de Seda,,-6,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Terno,Terno,,-6,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Cintos de Couro,Cintos de Couro,,-6,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Bolsa de Mão Perfeita,Bolsa de Mão Perfeita,,-6,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Bolsa de Mão Perfeita,Bolsa de Mão Perfeita,,-6,0
WHB_Atct_2,WHB_Atct_2,NOUSAGE,Óculos de Sol,Óculos de Sol,,-6,0
WPants_Atct_1,WPants_Atct_1,NOUSAGE,Confortáveis,Confortáveis,,-6,0
WPants_Atct_2,WPants_Atct_2,NOUSAGE,Cintos de Couro,Cintos de Couro,,-6,0
WSB_Atct_1,WSB_Atct_1,NOUSAGE,Confortáveis,Confortáveis,,-6,0
WSB_Atct_2,WSB_Atct_2,NOUSAGE,Camisas e Blouses,Camisas e Blouses,,-6,0
WSh_Atct_1,WSh_Atct_1,NOUSAGE,Brilho na Noite,Brilho na Noite,,-6,0
WSh_Atct_2,WSh_Atct_2,NOUSAGE,Venda de Sapatos,Venda de Sapatos,,-6,0
WSk_Atct_1,WSk_Atct_1,NOUSAGE,Confortáveis,Confortáveis,,-6,0
WSk_Atct_2,WSk_Atct_2,NOUSAGE,Liquidação de Verão,Liquidação de Verão,,-6,0
WSw_Atct_1,WSw_Atct_1,NOUSAGE,Brilho na Noite,Brilho noturno 15% de desconto em vestidos de noite femininos,,-6,0
WSw_Atct_2,WSw_Atct_2,NOUSAGE,Suéteres Confortáveis,"Suéteres Confortáveis Compre um e ganhe 25% de desconto no segundo",,-6,0
Accessories_Atct_1,Accessories_Atct_1,NOUSAGE,Transparência de Cristal,Transparência de Cristal,,-6,0
Accessories_Atct_2,Accessories_Atct_2,NOUSAGE,Economize em Acessórios,Economize em Acessórios,,-6,0
Appliances_Atct_1,Appliances_Atct_1,NOUSAGE,Perfeitas Todas as Vezes,Perfeitas Todas as Vezes,,-6,0
Appliances_Atct_2,Appliances_Atct_2,NOUSAGE,Grandes Economias na Cozinha,Grandes Economias na Cozinha,,-6,0
BathAcc_Atct_1,BathAcc_Atct_1,NOUSAGE,Toalhas de Algodão,Toalhas de Algodão,,-6,0
BathAcc_Atct_2,BathAcc_Atct_2,NOUSAGE,Acessórios de Banheiro,Acessórios de Banheiro,,-6,0
Components_Atct_1,Components_Atct_1,NOUSAGE,Desktops Personalizados,Desktops Personalizados,,-6,0
Components_Atct_2,Components_Atct_2,NOUSAGE,Laptops Personalizados,Laptops Personalizados,,-6,0
Desktops_Atct_1,Desktops_Atct_1,NOUSAGE,Desktop Personalizado,Desktop Personalizado,,-6,0
Desktops_Atct_2,Desktops_Atct_2,NOUSAGE,Economize em Impressoras,Economize em Impressoras,,-6,0
Dairy_Atct_1,Dairy_Atct_1,NOUSAGE,Camembert Cremoso,Camembert Cremoso,,-6,0
Dairy_Atct_2,Dairy_Atct_2,NOUSAGE,Leite Refrescante,Leite Refrescante,,-6,0
DesktopsAndLaptops,DesktopsAndLaptops,NOUSAGE,Desktops e Laptops,Desktops e Laptops,,-6,0
GetReadyForSchool,GetReadyForSchool,NOUSAGE,Prepare-se para a Escola,Prepare-se para a Escola,,-6,0
PowerOnTheGo,PowerOnTheGo,NOUSAGE,Energia em Movimento,Energia em Movimento,,-6,0
Fruits_Atct_1,Fruits_Atct_1,NOUSAGE,Vermelhas e Deliciosas,Vermelhas e Deliciosas,,-6,0
Fruits_Atct_2,Fruits_Atct_2,NOUSAGE,Abundantes Frutas Vermelhas,Abundantes Frutas Vermelhas,,-6,0
Furniture_Atct_1,Furniture_Atct_1,NOUSAGE,Mobília de Dormitório,Móveis para Quartos,,-6,0
Furniture_Atct_2,Furniture_Atct_2,NOUSAGE,Economize em Iluminação,Economize em Iluminação,,-6,0
FreeDelivery,FreeDelivery,NOUSAGE,Entrega Grátis,Entrega Grátis,,-6,0
AtlanticLobster,AtlanticLobster,NOUSAGE,Lagosta do Atlântico,Lagosta do Atlântico,,-6,0
CrispRomaine,CrispRomaine,NOUSAGE,Alface Romaine Crocante,Alface Romaine Crocante,,-6,0
FreeConsultation,FreeConsultation,NOUSAGE,Consulta Gratuita,Consulta Gratuita,,-6,0
NaturalVitamins,NaturalVitamins,NOUSAGE,Vitaminas Naturais,Vitaminas Naturais,,-6,0
AutomaticRefills,AutomaticRefills,NOUSAGE,Refis Automáticos,Refis Automáticos,,-6,0
LivingRoomSale,LivingRoomSale,NOUSAGE,Venda de Sala de Estar,Venda de Sala de Estar,,-6,0
PerfectEveryTime,PerfectEveryTime,NOUSAGE,Perfeitas Todas as Vezes,Perfeitas Todas as Vezes,,-6,0
SaveOnLighting,SaveOnLighting,NOUSAGE,Economize em Iluminação,Economize em Iluminação,,-6,0
Kitchenware_Atct_1,Kitchenware_Atct_1,NOUSAGE,Panelas de Inox,Panelas de Inox,,-6,0
Kitchenware_Atct_2,Kitchenware_Atct_2,NOUSAGE,Grandes Economias na Cozinha,Grandes Economias na Cozinha,,-6,0
Laptops_Atct_1,Laptops_Atct_1,NOUSAGE,Laptops Personalizados,Laptops Personalizados,,-6,0
Laptops_Atct_2,Laptops_Atct_2,NOUSAGE,Economize em Acessórios,Economize em Acessórios,,-6,0
Lighting_Atct_1,Lighting_Atct_1,NOUSAGE,Economize em Iluminação,Economize em Iluminação,,-6,0
Lighting_Atct_2,Lighting_Atct_2,NOUSAGE,Atualize sua Sala de Estar,Atualize sua Sala de Estar,,-6,0
Magazines_Atct_1,Magazines_Atct_1,NOUSAGE,Revista Photoritz,Revista Photoritz,,-6,0
Magazines_Atct_2,Magazines_Atct_2,NOUSAGE,Revista SocietyTime,Revista SocietyTime,,-6,0
Meat_Atct_1,Meat_Atct_1,NOUSAGE,Grelhado Caramelizado com Mel,Grelhado Caramelizado com Mel,,-6,0
Meat_Atct_2,Meat_Atct_2,NOUSAGE,Salmão para Sashimi,Salmão para Sashimi,,-6,0
Medicines_Atct_1,Medicines_Atct_1,NOUSAGE,Refis Automáticos,Refis Automáticos,,-6,0
Medicines_Atct_2,Medicines_Atct_2,NOUSAGE,Todas as Vitaminas Naturais,Todas as Vitaminas Naturais,,-6,0
SubscribeAndSave,SubscribeAndSave,NOUSAGE,Assine e Economize,Assine e Economize,,-6,0
SubscribeToNewsletters,SubscribeToNewsletters,NOUSAGE,Assine os Newsletters,Assine os Newsletters,,-6,0
SubscribeToMagazines,SubscribeToMagazines,NOUSAGE,Revista Econo Sense,Revista Econo Sense,,-6,0
Newsletters_Atct_1,Newsletters_Atct_1,NOUSAGE,Assine os Newsletters,Assine os Newsletters,,-6,0
Newsletters_Atct_2,Newsletters_Atct_2,NOUSAGE,Revista Delish,Revista Delish,,-6,0
Tablets_Atct_1,Tablets_Atct_1,NOUSAGE,Energia em Movimento,Energia em Movimento,,-6,0
Tablets_Atct_2,Tablets_Atct_2,NOUSAGE,Prepare-se para a Escola,Prepare-se para a Escola,,-6,0
Tableware_Atct_1,Tableware_Atct_1,NOUSAGE,Combinações,Combinações,,-6,0
Tableware_Atct_2,Tableware_Atct_2,NOUSAGE,Combinações de Pratos,Combinações de Pratos,,-6,0
Vegetables_Atct_1,Vegetables_Atct_1,NOUSAGE,Cenouras do Campo,Cenouras do Campo,,-6,0
Vegetables_Atct_2,Vegetables_Atct_2,NOUSAGE,Mistura de Salada em Pacote,Mistura de Salada em Pacote,,-6,0
Vitamins_Atct_1,Vitamins_Atct_1,NOUSAGE,Todas as Vitaminas Naturais,Todas as Vitaminas Naturais,,-6,0
Vitamins_Atct_2,Vitamins_Atct_2,NOUSAGE,Cápsulas de Gel de Combate à Gripe,Cápsulas de Gel de Combate à Gripe,,-6,0
