AttachmentAsset,,,
attachmentIdentifier,assetPath,directoryPath,delete
EmailBottom_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/14B_EHT_FreeShipping_002.jpg,images/advertisements/zh_TW/14B_EHT_FreeShipping_002.jpg,0
EmailBottom_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/14B_EHT_FreeShipping_002.jpg,images/advertisements/ro_RO/14B_EHT_FreeShipping_002.jpg,0
EmailBottom_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/14B_EHT_FreeShipping_002.jpg,images/advertisements/ru_RU/14B_EHT_FreeShipping_002.jpg,0
WomenLandingPage_Atct_brand1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/gusso.png,rwdWebAssets/womenLandingPage/brands,0
WomenLandingPage_Atct_brand2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/lv.png,rwdWebAssets/womenLandingPage/brands,0
WomenLandingPage_Atct_brand3,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/versatil.png,rwdWebAssets/womenLandingPage/brands,0
WomenLandingPage_Atct_brand4,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/albini.png,rwdWebAssets/womenLandingPage/brands,0
WomenLandingPage_Atct_brand5,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/rwdWebAssets/womenLandingPage/brands/hermitage.png,rwdWebAssets/womenLandingPage/brands,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/save_15_off_purchase.jpg,images/advertisements/de_DE,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/save_15_off_purchase.jpg,images/advertisements/en_US,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/save_15_off_purchase.jpg,images/advertisements/es_ES,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/save_15_off_purchase.jpg,images/advertisements/fr_FR,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/save_15_off_purchase.jpg,images/advertisements/it_IT,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/save_15_off_purchase.jpg,images/advertisements/ja_JP,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/save_15_off_purchase.jpg,images/advertisements/pt_BR,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/save_15_off_purchase.jpg,images/advertisements/ru_RU,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/save_15_off_purchase.jpg,images/advertisements/ro_RO,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/save_15_off_purchase.jpg,images/advertisements/zh_CN,0
HeaderESpot15OffPurchaseAd,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/save_15_off_purchase.jpg,images/advertisements/zh_TW,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/097B_EHT_FreeShipping_001.jpg,images/advertisements/de_DE,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/097B_EHT_FreeShipping_001.jpg,images/advertisements/en_US,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/097B_EHT_FreeShipping_001.jpg,images/advertisements/es_ES,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/097B_EHT_FreeShipping_001.jpg,images/advertisements/fr_FR,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/097B_EHT_FreeShipping_001.jpg,images/advertisements/it_IT,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/097B_EHT_FreeShipping_001.jpg,images/advertisements/ja_JP,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/097B_EHT_FreeShipping_001.jpg,images/advertisements/pt_BR,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/097B_EHT_FreeShipping_001.jpg,images/advertisements/ru_RU,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/097B_EHT_FreeShipping_001.jpg,images/advertisements/ro_RO,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/097B_EHT_FreeShipping_001.jpg,images/advertisements/zh_CN,0
HeaderESpotFreeShippingSpecial,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/097B_EHT_FreeShipping_001.jpg,images/advertisements/zh_TW,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/052B_EBS_CozySweaters_002.jpg,images/advertisements/de_DE,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/052B_EBS_CozySweaters_002.jpg,images/advertisements/en_US,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/052B_EBS_CozySweaters_002.jpg,images/advertisements/es_ES,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/052B_EBS_CozySweaters_002.jpg,images/advertisements/fr_FR,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/052B_EBS_CozySweaters_002.jpg,images/advertisements/it_IT,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/052B_EBS_CozySweaters_002.jpg,images/advertisements/ja_JP,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/052B_EBS_CozySweaters_002.jpg,images/advertisements/pt_BR,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/052B_EBS_CozySweaters_002.jpg,images/advertisements/ru_RU,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/052B_EBS_CozySweaters_002.jpg,images/advertisements/ro_RO,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/052B_EBS_CozySweaters_002.jpg,images/advertisements/zh_CN,0
BoysPants_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/052B_EBS_CozySweaters_002.jpg,images/advertisements/zh_TW,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/055B_EBS_Jeans_001.jpg,images/advertisements/de_DE,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/055B_EBS_Jeans_001.jpg,images/advertisements/en_US,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/055B_EBS_Jeans_001.jpg,images/advertisements/es_ES,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/055B_EBS_Jeans_001.jpg,images/advertisements/fr_FR,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/055B_EBS_Jeans_001.jpg,images/advertisements/it_IT,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/055B_EBS_Jeans_001.jpg,images/advertisements/ja_JP,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/055B_EBS_Jeans_001.jpg,images/advertisements/pt_BR,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/055B_EBS_Jeans_001.jpg,images/advertisements/ru_RU,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/055B_EBS_Jeans_001.jpg,images/advertisements/ro_RO,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/055B_EBS_Jeans_001.jpg,images/advertisements/zh_CN,0
BoysPants_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/055B_EBS_Jeans_001.jpg,images/advertisements/zh_TW,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/053B_EBS_Tops_001.jpg,images/advertisements/de_DE,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/053B_EBS_Tops_001.jpg,images/advertisements/en_US,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/053B_EBS_Tops_001.jpg,images/advertisements/es_ES,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/053B_EBS_Tops_001.jpg,images/advertisements/fr_FR,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/053B_EBS_Tops_001.jpg,images/advertisements/it_IT,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/053B_EBS_Tops_001.jpg,images/advertisements/ja_JP,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/053B_EBS_Tops_001.jpg,images/advertisements/pt_BR,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/053B_EBS_Tops_001.jpg,images/advertisements/ru_RU,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/053B_EBS_Tops_001.jpg,images/advertisements/ro_RO,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/053B_EBS_Tops_001.jpg,images/advertisements/zh_CN,0
BoysShoes_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/053B_EBS_Tops_001.jpg,images/advertisements/zh_TW,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/056B_EBS_ShoeSale_001.jpg,images/advertisements/de_DE,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/056B_EBS_ShoeSale_001.jpg,images/advertisements/en_US,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/056B_EBS_ShoeSale_001.jpg,images/advertisements/es_ES,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/056B_EBS_ShoeSale_001.jpg,images/advertisements/fr_FR,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/056B_EBS_ShoeSale_001.jpg,images/advertisements/it_IT,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/056B_EBS_ShoeSale_001.jpg,images/advertisements/ja_JP,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/056B_EBS_ShoeSale_001.jpg,images/advertisements/pt_BR,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/056B_EBS_ShoeSale_001.jpg,images/advertisements/ru_RU,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/056B_EBS_ShoeSale_001.jpg,images/advertisements/ro_RO,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/056B_EBS_ShoeSale_001.jpg,images/advertisements/zh_CN,0
BoysShoes_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/056B_EBS_ShoeSale_001.jpg,images/advertisements/zh_TW,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/051B_EBS_CozySweaters_001.jpg,images/advertisements/de_DE,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/051B_EBS_CozySweaters_001.jpg,images/advertisements/en_US,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/051B_EBS_CozySweaters_001.jpg,images/advertisements/es_ES,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/051B_EBS_CozySweaters_001.jpg,images/advertisements/fr_FR,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/051B_EBS_CozySweaters_001.jpg,images/advertisements/it_IT,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/051B_EBS_CozySweaters_001.jpg,images/advertisements/ja_JP,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/051B_EBS_CozySweaters_001.jpg,images/advertisements/pt_BR,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/051B_EBS_CozySweaters_001.jpg,images/advertisements/ru_RU,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/051B_EBS_CozySweaters_001.jpg,images/advertisements/ro_RO,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/051B_EBS_CozySweaters_001.jpg,images/advertisements/zh_CN,0
BoysTops_Atct_1,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/051B_EBS_CozySweaters_001.jpg,images/advertisements/zh_TW,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/055B_EBS_Jeans_001.jpg,images/advertisements/de_DE,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/055B_EBS_Jeans_001.jpg,images/advertisements/en_US,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/055B_EBS_Jeans_001.jpg,images/advertisements/es_ES,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/055B_EBS_Jeans_001.jpg,images/advertisements/fr_FR,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/055B_EBS_Jeans_001.jpg,images/advertisements/it_IT,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/055B_EBS_Jeans_001.jpg,images/advertisements/ja_JP,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/pt_BR/055B_EBS_Jeans_001.jpg,images/advertisements/pt_BR,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ru_RU/055B_EBS_Jeans_001.jpg,images/advertisements/ru_RU,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ro_RO/055B_EBS_Jeans_001.jpg,images/advertisements/ro_RO,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_CN/055B_EBS_Jeans_001.jpg,images/advertisements/zh_CN,0
BoysTops_Atct_2,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/zh_TW/055B_EBS_Jeans_001.jpg,images/advertisements/zh_TW,0
BoysRow1_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/de_DE/054B_EBM_TopsSale_001.jpg,images/advertisements/de_DE,0
BoysRow1_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/en_US/054B_EBM_TopsSale_001.jpg,images/advertisements/en_US,0
BoysRow1_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/es_ES/054B_EBM_TopsSale_001.jpg,images/advertisements/es_ES,0
BoysRow1_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/fr_FR/054B_EBM_TopsSale_001.jpg,images/advertisements/fr_FR,0
BoysRow1_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/it_IT/054B_EBM_TopsSale_001.jpg,images/advertisements/it_IT,0
BoysRow1_Content,https://my4.digitalexperience.ibm.com/30817b50-78a2-4463-b5e2-2d7c39231327/dxdam/AuroraStorefrontAssetStore/images/advertisements/ja_JP/054B_EBM_TopsSale_001.jpg,images/advertisements/ja_JP,0
